/PNum,uh,uha,ppt,ppta,reflc,reflca,ref1km,ref1kma,WMAG,WMAGa,time,area,member,Date,Reports,UHobj,NREPS,MREPS,lat,lon,uhlength,uharea,1kmArea,Updraft,Updrafta,Upobj,Uparea,Uplen
25,9,1.48065,68,78.375,51.375,39.1042,50.625,36.3929,12,10.6905,15,42,sseo02,140603,0,NA,0,000,25.2186,-84.0838,NA,NA,38,8.625,2.36012,NA,NA,NA
26,17.625,1.34562,70.875,60.125,53.625,40.9715,53.5,38.4015,16,10.9484,15,368,sseo02,140603,0,NA,0,000,26.2806,-85.6914,NA,NA,340,13.0625,3.37075,13.0625,36,56.1133
27,2.5625,0.698333,33.25,19.625,48.625,39.5167,48.5,38.02,13,10.9333,15,75,sseo02,140603,0,NA,0,000,27.4503,-86.0971,NA,NA,75,7.375,2.34833,NA,NA,NA
28,3.3125,1.05444,22.625,9.875,48.75,39.2218,48.625,37.2218,12,9.29032,15,31,sseo02,140603,0,NA,0,000,28.512,-86.3727,NA,NA,30,8,3.52016,NA,NA,NA
29,1.1875,0.48,39.625,42.625,46.125,40.485,45.75,38.91,9,8.04,15,25,sseo02,140603,0,NA,0,000,26.1046,-86.4711,NA,NA,24,4.625,2.56,NA,NA,NA
30,7.0625,1.62604,32.125,17.125,51.5,42.7,51.5,40.3271,14,9.86667,15,60,sseo02,140603,0,NA,0,000,29.5416,-86.5005,NA,NA,56,8.75,4.32292,NA,NA,NA
31,0.875,0.284375,25.625,5,48.25,40.0563,47.5,37.7625,9,7.35,15,20,sseo02,140603,0,NA,0,000,29.9596,-87.4474,NA,NA,19,8,4.11875,NA,NA,NA
32,1.25,0.232955,22.25,8.25,47.625,37.1098,47.125,36.1174,9,6.63636,15,33,sseo02,140603,0,NA,0,000,29.849,-87.9298,NA,NA,33,6.3125,2.55114,NA,NA,NA
33,13.625,3.01087,12.25,1,46.375,38.0924,42.875,35.0426,7,3.63043,15,138,sseo02,140603,0,NA,0,000,43.2618,-99.161,NA,NA,126,7.5,2.69293,NA,NA,NA
34,1.5,0.506944,28.25,0.625,47,41.0278,46.75,40.1111,10,8.66667,16,9,sseo02,140603,0,NA,0,000,23.2144,-72.2489,NA,NA,9,4.1875,2.41667,NA,NA,NA
35,2.375,0.482422,31.625,45.125,47.375,39.3945,47.25,38.6367,10,9.875,16,32,sseo02,140603,0,NA,0,000,23.313,-73.1926,NA,NA,32,5.6875,2.14258,NA,NA,NA
36,2.1875,1.11384,12.625,0.375,45.125,39.2946,44.25,38.0938,6,4.71429,16,28,sseo02,140603,0,NA,0,000,43.7728,-76.0777,NA,NA,28,2.625,1.39732,NA,NA,NA
37,0.4375,0.153409,5.625,0.375,45.5,38.4659,44.875,36.0227,10,8.90909,16,11,sseo02,140603,0,NA,0,000,24.3765,-82.2288,NA,NA,10,4.4375,2.60227,NA,NA,NA
38,1,0.302885,14.625,2.75,46.375,40.1346,45.875,35.3269,10,8.46154,16,13,sseo02,140603,0,NA,0,000,24.1299,-83.0216,NA,NA,10,5.3125,3.08173,NA,NA,NA
39,6.25,0.981061,55.5,29.375,54.125,41.483,53.625,39.6648,16,12,16,66,sseo02,140603,0,NA,0,000,24.8652,-83.2809,NA,NA,65,11.5625,3.77936,11.5625,21,42.4768
40,5.75,1.47635,28.875,29.5,49.875,42.2061,49.5,40.8311,14,12.1622,16,37,sseo02,140603,0,NA,0,000,24.7998,-83.867,NA,NA,36,8.375,3.57939,NA,NA,NA
41,11.0625,1.51969,76.75,68,52.25,41.7586,51.625,39.1524,14,11.1781,16,73,sseo02,140603,0,NA,0,000,24.9817,-84.203,NA,NA,66,10.8125,3.20205,10.8125,11,30.9399
42,8.8125,1.42419,81.625,70.875,53.125,41.4221,52.875,39.9279,16,11.5741,16,324,sseo02,140603,0,NA,0,000,26.1951,-85.7947,NA,NA,315,9.9375,3.3071,NA,NA,NA
43,0.625,0.326389,9.375,0.875,45.125,40.5417,44.75,38.25,12,10.4444,16,9,sseo02,140603,0,NA,0,000,27.6808,-86.2148,NA,NA,9,3.5,2.35417,NA,NA,NA
44,2.9375,1.40625,12.875,22.625,45.375,39.7969,45,36.4688,12,10.5,16,8,sseo02,140603,0,NA,0,000,28.4896,-86.2721,NA,NA,8,5.125,3.17969,NA,NA,NA
45,2.125,0.52381,28.625,8.875,45.125,39.8155,45,36.1964,12,9.71429,16,21,sseo02,140603,0,NA,0,000,27.1983,-86.4693,NA,NA,19,3.375,1.90774,NA,NA,NA
46,1.25,0.433333,21.625,12.375,45.125,40.0417,44.75,38.5833,12,11.3333,16,15,sseo02,140603,0,NA,0,000,26.4684,-86.5159,NA,NA,15,2.875,1.57083,NA,NA,NA
47,2.0625,0.791667,15.5,0.625,49.75,41.2333,49.625,40.3417,10,9.6,16,15,sseo02,140603,0,NA,0,000,28.1834,-86.588,NA,NA,15,4.75,3.12083,NA,NA,NA
48,0.5625,0.09375,17.75,0.125,46.75,39.9792,46.25,38.5278,12,10,16,18,sseo02,140603,0,NA,0,000,27.6876,-86.5896,NA,NA,18,4.875,2.38194,NA,NA,NA
49,9,1.1145,28.625,29,52.75,40.3454,52.625,38.0525,14,9.96947,16,131,sseo02,140603,0,NA,0,000,29.5693,-86.888,NA,NA,126,8.75,3.10639,NA,NA,NA
50,1.625,0.698864,21.625,7.875,49.75,40.9432,49.625,36.7386,10,8.18182,16,11,sseo02,140603,0,NA,0,000,26.611,-86.7447,NA,NA,10,4.3125,1.89205,NA,NA,NA
51,0,0,6.75,5.625,45.125,39.4625,45,38.925,10,8.4,16,10,sseo02,140603,0,NA,0,000,28.6857,-86.8313,NA,NA,10,3,1.7375,NA,NA,NA
52,1.25,0.572917,21.125,0.125,48.875,40.9375,48.375,34.1146,8,5.5,16,12,sseo02,140603,0,NA,0,000,29.1445,-87.211,NA,NA,7,7.875,3.10938,NA,NA,NA
53,0.6875,0.235577,11.875,8.5,44.375,39.375,43.375,35.8365,10,8.46154,16,13,sseo02,140603,0,NA,0,000,25.8412,-87.3376,NA,NA,11,5.3125,2.76923,NA,NA,NA
54,0.3125,0.0729167,21.625,8.25,47.875,38.9167,47.625,36.9583,8,7,16,18,sseo02,140603,0,NA,0,000,25.7886,-87.8361,NA,NA,17,5.375,2.71875,NA,NA,NA
55,1.3125,0.61875,10.625,0.25,45.375,40.5125,43.5,32.4125,12,10.6,16,10,sseo02,140603,0,NA,0,000,24.7354,-92.1734,NA,NA,8,8.875,3.29375,NA,NA,NA
56,1.4375,0.652778,9.5,0.125,45.875,38.2778,44.75,33.6806,10,9.11111,16,9,sseo02,140603,0,NA,0,000,25.1232,-92.8289,NA,NA,6,4.5,2.21528,NA,NA,NA
57,6.8125,3.45346,2.875,0.625,46.25,37.2074,39.125,26.5426,10,7.91489,16,47,sseo02,140603,0,NA,0,000,44.4598,-101.168,NA,NA,27,14.5625,7.57447,16.0625,117,234.789
58,0.9375,0.401042,15.875,23.875,46.375,39.5521,46.375,38.7292,10,9,17,12,sseo02,140603,0,NA,0,000,23.283,-73.0464,NA,NA,12,3,1.71354,NA,NA,NA
59,2.25,0.725962,30.25,20.875,45.875,39.3558,45.125,37.3558,10,9.30769,17,13,sseo02,140603,0,NA,0,000,23.1783,-73.3638,NA,NA,12,4.1875,2.20192,NA,NA,NA
60,1.25,0.63125,11.125,0,49.75,42.6625,45.625,38.375,6,3.8,17,10,sseo02,140603,0,NA,0,000,41.4938,-74.7347,NA,NA,10,7,4.05,NA,NA,NA
61,0.9375,0.399306,6.625,2.375,44.625,38.6157,43.875,37.8171,5,4.40741,17,54,sseo02,140603,0,NA,0,000,47.062,-74.3211,NA,NA,54,1.8125,1.24306,NA,NA,NA
62,0.875,0.480263,5,0.125,45.75,40.3618,45.625,39.1645,7,6,17,19,sseo02,140603,0,NA,0,000,44.1417,-75.562,NA,NA,19,2.25,1.43421,NA,NA,NA
63,1.75,0.44375,11.5,0,47.75,39.0958,45.875,33.8417,7,5.66667,17,30,sseo02,140603,0,NA,0,000,45.2,-78.9495,NA,NA,21,9.5,4.24792,NA,NA,NA
64,3.0625,1.23125,10.75,1,51.125,41.725,49.875,36.2875,11,10.3,17,10,sseo02,140603,0,NA,0,000,24.4866,-82.0432,NA,NA,8,7.875,4.4125,NA,NA,NA
65,3.25,1.25806,26.125,2.75,48.875,41.6371,47.5,38.6371,12,9.93548,17,31,sseo02,140603,0,NA,0,000,24.4013,-82.416,NA,NA,29,8.5625,4.53629,NA,NA,NA
66,1.9375,0.452446,22.375,9.875,47.5,39.5027,47.125,37.6712,11,8.15217,17,46,sseo02,140603,0,NA,0,000,24.2363,-82.9543,NA,NA,45,7.875,3.35054,NA,NA,NA
67,9.375,1.10938,76.25,76.75,53.625,41.5799,53,39.2631,15,11.6163,17,172,sseo02,140603,0,NA,0,000,24.975,-83.9171,NA,NA,161,12.375,3.11991,NA,NA,NA
68,8.4375,1.52702,51.5,81.625,52.375,40.5858,52,39.1419,17,10.7624,17,303,sseo02,140603,0,NA,0,000,26.1061,-85.9715,NA,NA,298,8.5625,2.71638,NA,NA,NA
69,3.0625,1.41912,18.875,25.25,49.125,41.0515,49,38.0735,12,11.0588,17,17,sseo02,140603,0,NA,0,000,28.5122,-86.5414,NA,NA,17,7.125,3.76471,NA,NA,NA
70,0.3125,0.125,11.875,5.625,46.25,40.7344,46,39.8438,10,9,17,8,sseo02,140603,0,NA,0,000,28.2764,-86.6318,NA,NA,8,3.875,2.63281,NA,NA,NA
71,7,1.1454,27.625,27.875,51,40.1372,50.875,38.2101,15,10.5,17,144,sseo02,140603,0,NA,0,000,29.494,-87.3117,NA,NA,135,9.1875,3.11589,NA,NA,NA
72,0.75,0.287829,18.375,6.375,50.5,39.9507,49.75,37.2993,10,8.23684,17,38,sseo02,140603,0,NA,0,000,28.7661,-87.1232,NA,NA,33,5.875,2.73191,NA,NA,NA
73,1.625,0.6875,12.625,0.125,47.375,41.125,47.125,35.925,11,10,17,10,sseo02,140603,0,NA,0,000,25.075,-92.3947,NA,NA,8,6.9375,3.15625,NA,NA,NA
74,1.3125,0.5275,13.125,2.5,45.5,39.14,43.875,33.38,10,9.28,17,25,sseo02,140603,0,NA,0,000,25.3208,-92.8501,NA,NA,20,7.3125,2.825,NA,NA,NA
75,2.8125,0.965625,42.75,20.75,49.375,41.8875,48.875,40.9437,10,8.3,18,20,sseo02,140603,0,NA,0,000,23.1803,-73.1234,NA,NA,20,5.8125,2.64687,NA,NA,NA
76,4.5,1.04596,12.625,5.375,49.5,40.239,48.625,35.1029,7,4.52941,18,34,sseo02,140603,0,NA,0,000,44.9349,-73.702,NA,NA,26,10.6875,4.03125,NA,NA,NA
77,0.6875,0.101293,12.125,0.75,45.125,38.5905,44.625,36.8879,7,5.44828,18,29,sseo02,140603,0,NA,0,000,41.5914,-74.5449,NA,NA,29,7.375,3.17026,NA,NA,NA
78,1.0625,0.330882,12.5,0,45.75,39.8603,43.625,37.6728,7,5.29412,18,34,sseo02,140603,0,NA,0,000,42.3739,-74.5526,NA,NA,32,10.3125,4.59743,NA,NA,NA
79,1.1875,0.383523,10.5,5.375,46.125,39.7386,44.625,37.6648,7,5.31818,18,22,sseo02,140603,0,NA,0,000,41.3149,-75.0106,NA,NA,21,7.5625,3.95739,NA,NA,NA
80,1.8125,0.413603,7.625,3.5,45.75,37.7623,45.375,37.1348,7,4.69608,18,102,sseo02,140603,0,NA,0,000,47.4628,-73.8442,NA,NA,102,2.6875,1.26593,NA,NA,NA
81,1.0625,0.539062,5.75,0,46,40.6771,44.25,38.6302,6,5.41667,18,24,sseo02,140603,0,NA,0,000,44.532,-75.0844,NA,NA,24,2.875,1.84375,NA,NA,NA
82,2.4375,1.11538,7,0,49,41.1058,46.375,39.1154,6,5.23077,18,13,sseo02,140603,0,NA,0,000,43.6449,-75.2481,NA,NA,13,4.5,2.38462,NA,NA,NA
83,0.125,0.0454545,5,0.125,44.5,40.125,43.375,38.4091,6,5.09091,18,11,sseo02,140603,0,NA,0,000,49.8348,-76.1009,NA,NA,11,2.3125,1.54545,NA,NA,NA
84,0.1875,0.075,3.875,1,46.75,40.275,43.875,37.8,7,6.8,18,10,sseo02,140603,0,NA,0,000,49.1516,-76.6715,NA,NA,10,2.6875,1.51875,NA,NA,NA
85,0.125,0.01875,6.25,0.375,48.625,40.3125,45.875,36.8,6,6,18,10,sseo02,140603,0,NA,0,000,47.6492,-77.3869,NA,NA,9,7.4375,2.84375,NA,NA,NA
86,5.0625,1.07537,7.25,0.5,48.875,40.1103,47.125,33.2059,7,5.52941,18,34,sseo02,140603,0,NA,0,000,47.2771,-77.8856,NA,NA,26,8.5,3.8511,NA,NA,NA
87,1.9375,0.403846,4,0,46.75,39.3173,45.25,25.4904,8,7,18,13,sseo02,140603,0,NA,0,000,46.6254,-78.0855,NA,NA,4,8.25,3.21154,NA,NA,NA
88,10.3125,2.37132,24.875,0.625,47.875,40.5368,46.625,36.8088,8,6.21569,18,51,sseo02,140603,0,NA,0,000,45.4944,-78.5617,NA,NA,46,9.125,3.31127,NA,NA,NA
89,2.5625,0.950893,11.375,0.5,49,40.9821,48.5,39.1696,11,10.2143,18,14,sseo02,140603,0,NA,0,000,24.3984,-81.7585,NA,NA,14,5.875,3.55357,NA,NA,NA
90,0.0625,0.00446429,5.375,0,46.25,38.8661,44.25,35.8125,6,5.28571,18,14,sseo02,140603,0,NA,0,000,41.922,-80.3011,NA,NA,13,5.875,3.26786,NA,NA,NA
91,4.3125,1.09028,28,26.125,50.125,39.6771,49.25,36.3958,13,11,18,36,sseo02,140603,0,NA,0,000,24.4817,-82.3033,NA,NA,34,10.4375,3.97917,NA,NA,NA
92,4.4375,0.66351,26.625,14.25,50.75,40.2475,50.375,38.0505,14,10.2121,18,99,sseo02,140603,0,NA,0,000,24.3657,-82.8675,NA,NA,94,10.3125,3.55682,NA,NA,NA
93,0.3125,0.109375,3.125,0,45.5,40.1875,45.375,39.0312,7,6.08333,18,12,sseo02,140603,0,NA,0,000,49.1581,-80.33,NA,NA,12,3.5,2.22396,NA,NA,NA
94,0,0,3.5,0,45.5,40.4444,43.5,38.7083,5,5,18,9,sseo02,140603,0,NA,0,000,49.4062,-80.785,NA,NA,9,2,1.45833,NA,NA,NA
95,2.8125,1.09943,16.75,0,48.75,41.5114,48.375,39.8239,6,4.5,18,22,sseo02,140603,0,NA,0,000,35.2334,-82.7385,NA,NA,21,9.4375,3.95455,NA,NA,NA
96,2.25,0.135,34.5,16.875,48.125,40,47.5,38.18,14,11,18,25,sseo02,140603,0,NA,0,000,25.1102,-83.5297,NA,NA,24,6.4375,2.5475,NA,NA,NA
97,12.9375,1.35547,71,76.25,52,40.6979,51.875,38.4384,13,10.3681,18,144,sseo02,140603,0,NA,0,000,25.0064,-84.2301,NA,NA,136,12.1875,3.10938,12.1875,40,86.738
98,0.4375,0.175,10.125,0.625,47.125,40.9875,46.625,38.125,10,9.2,18,10,sseo02,140603,0,NA,0,000,25.4815,-83.9414,NA,NA,10,4.6875,3.15,NA,NA,NA
99,1.625,0.421053,19.125,2,50.625,43.1908,50.5,41.3816,11,9.26316,18,19,sseo02,140603,0,NA,0,000,26.2098,-84.84,NA,NA,18,5.3125,2.97368,NA,NA,NA
100,7.4375,1.91259,41.5,45.875,51.75,39.7893,51.625,38.0769,17,12.5385,18,143,sseo02,140603,0,NA,0,000,26.2347,-85.9966,NA,NA,138,9.375,2.86844,NA,NA,NA
101,4.25,0.943994,47.75,41.375,51.5,39.4968,51.375,37.3328,10,6.23377,18,77,sseo02,140603,0,NA,0,000,25.6172,-86.237,NA,NA,72,7.25,2.59497,NA,NA,NA
102,2.625,0.933824,12.125,6.375,51.5,41.8529,51.5,39.6691,13,7.88235,18,17,sseo02,140603,0,NA,0,000,27.0041,-86.6736,NA,NA,16,6.5625,3.09559,NA,NA,NA
103,0.1875,0.101562,5.25,20,46.875,39.9688,46.75,39.2656,10,7.5,18,8,sseo02,140603,0,NA,0,000,26.6544,-86.826,NA,NA,8,4.0625,1.8125,NA,NA,NA
104,5,1.36378,32.125,17,51.375,41.7051,51.25,39.2628,12,8.64103,18,39,sseo02,140603,0,NA,0,000,28.4805,-86.929,NA,NA,35,9.625,3.67788,NA,NA,NA
105,1.75,0.381466,23.625,9.875,50,41.2155,49.875,40.2716,10,8.27586,18,29,sseo02,140603,0,NA,0,000,27.9487,-87.0034,NA,NA,29,7,3.00647,NA,NA,NA
106,4.5625,1.03431,29.875,11.125,45.75,38.8652,44.625,37.152,13,9.13725,18,51,sseo02,140603,0,NA,0,000,29.1493,-87.3796,NA,NA,50,7.0625,2.64828,NA,NA,NA
107,2.4375,0.94375,30.125,21.375,45.5,38.9042,44.5,35.775,13,11.8333,18,30,sseo02,140603,0,NA,0,000,29.5025,-87.6682,NA,NA,29,6.75,2.66458,NA,NA,NA
108,2.375,0.91875,29,23.125,45.5,38.9938,45.125,37.5563,10,7.8,18,20,sseo02,140603,0,NA,0,000,25.7159,-87.8672,NA,NA,20,5.8125,2.65625,NA,NA,NA
109,0.125,0.0125,16.375,5,48.375,40.7375,48.125,38.825,10,8.4,18,10,sseo02,140603,0,NA,0,000,29.4811,-88.011,NA,NA,10,4.25,2.20625,NA,NA,NA
110,0.625,0.326087,25.125,8.875,48.625,40.625,48.125,38.1413,6,3.6087,18,23,sseo02,140603,0,NA,0,000,24.6334,-89.0682,NA,NA,22,4.0625,1.9375,NA,NA,NA
111,1.0625,0.265625,18.875,0.125,48,39.5703,47.625,38.6484,11,9.125,18,16,sseo02,140603,0,NA,0,000,25.2535,-89.46,NA,NA,16,6.8125,2.96094,NA,NA,NA
112,1.25,0.227273,36.625,1.125,48.375,41.7727,48.125,39.9489,11,8.04545,18,22,sseo02,140603,0,NA,0,000,25.2871,-89.867,NA,NA,21,7.1875,3.28693,NA,NA,NA
113,5,2.39236,19,3,49,41.0069,48.5,37.5486,14,11.9444,18,18,sseo02,140603,0,NA,0,000,25.088,-92.725,NA,NA,17,6.9375,3.70486,NA,NA,NA
114,3.0625,1.47115,18.625,8.75,48.625,42.2788,47.125,33.8942,11,10.3846,18,13,sseo02,140603,0,NA,0,000,25.4494,-92.9845,NA,NA,9,8.9375,5.37981,NA,NA,NA
115,0.25,0.0555556,29.75,5.25,47.625,40.1736,47.5,38.9514,6,4.94444,18,18,sseo02,140603,0,NA,0,000,29.6767,-93.8667,NA,NA,18,3.8125,1.92708,NA,NA,NA
116,3,1.05938,46.25,29.125,50,41.325,49.875,40.5375,11,9.35,19,20,sseo02,140603,0,NA,0,000,23.1122,-73.1818,NA,NA,20,6.0625,2.5375,NA,NA,NA
117,1.0625,0.715278,15.125,9.125,45.5,40.6389,44.25,36.7361,4,3.11111,19,9,sseo02,140603,0,NA,0,000,43.3946,-72.7904,NA,NA,8,6.9375,4.3125,NA,NA,NA
118,0.25,0.158088,3.375,0.125,45.875,39.386,45.75,38.7537,8,5.85294,19,34,sseo02,140603,0,NA,0,000,49.9259,-71.95,NA,NA,34,2.3125,1.34375,NA,NA,NA
119,3.4375,0.502232,13.875,8,46.75,38.6295,46,36.4271,8,3.77381,19,84,sseo02,140603,0,NA,0,000,45.2593,-73.5544,NA,NA,79,7.9375,2.79018,NA,NA,NA
120,0.9375,0.2825,6.875,1.125,45.625,39.87,45.125,38.325,4,2.4,19,25,sseo02,140603,0,NA,0,000,45.8947,-73.2788,NA,NA,24,6,3.23,NA,NA,NA
121,1.875,0.636029,8.875,0,47.875,40.9632,45,33.375,8,7,19,17,sseo02,140603,0,NA,0,000,42.0113,-74.2389,NA,NA,14,8,4.86765,NA,NA,NA
122,2.4375,0.486413,17.75,3.375,45.125,39.9402,44.875,38.1793,7,5.21739,19,23,sseo02,140603,0,NA,0,000,41.5481,-74.3145,NA,NA,23,6.3125,2.94565,NA,NA,NA
123,3.3125,0.590517,14.375,0.875,48.75,40.8599,46.375,38.2241,8,6.39655,19,58,sseo02,140603,0,NA,0,000,42.5659,-74.2636,NA,NA,56,9.25,4.03879,NA,NA,NA
124,1.625,0.648026,8.375,0.375,47.125,39.7303,46,36.0132,7,4.78947,19,19,sseo02,140603,0,NA,0,000,42.9993,-74.0742,NA,NA,17,10.625,5.42434,10.625,13,31.958
125,1.1875,0.39,11.625,5.5,45.5,39.0325,45.125,38.2925,7,4.63,19,100,sseo02,140603,0,NA,0,000,48.0806,-73.3464,NA,NA,99,2.5,1.51312,NA,NA,NA
126,3.625,1.26894,5.625,0.375,48.125,39.5644,47.75,37.4583,7,5.24242,19,33,sseo02,140603,0,NA,0,000,44.856,-74.5835,NA,NA,31,4.5,2.29924,NA,NA,NA
127,5.125,1.13043,10.5,2.5,47.875,40.6739,47.25,38.769,7,5.65217,19,46,sseo02,140603,0,NA,0,000,43.9666,-74.8159,NA,NA,45,7.5625,3.61141,NA,NA,NA
128,1.375,0.951389,9.25,0,46.375,42.1944,42.625,37.8056,7,6.66667,19,9,sseo02,140603,0,NA,0,000,44.5393,-74.8443,NA,NA,8,3.8125,3.21528,NA,NA,NA
129,0,0,4,0.625,46.5,39.0982,43.5,38.1071,6,5.42857,19,14,sseo02,140603,0,NA,0,000,50.2336,-75.7995,NA,NA,14,2.375,1.20982,NA,NA,NA
130,1.0625,0.388889,6.5,5,47.875,39.8681,44.75,36.8958,6,5.38889,19,18,sseo02,140603,0,NA,0,000,49.4539,-76.22,NA,NA,15,4.0625,2.35417,NA,NA,NA
131,10.5,2.31831,11.75,6.25,50.5,40.1773,48.375,37.6221,7,5.81395,19,43,sseo02,140603,0,NA,0,000,47.7645,-77.4442,NA,NA,39,11.1875,3.99564,11.1875,41,98.9514
132,12.875,3.01897,10,1.875,49,39.9598,47.875,32.1629,8,6.92857,19,56,sseo02,140603,0,NA,0,000,46.7791,-77.7389,NA,NA,35,14.0625,4.40848,14.0625,38,77.2391
133,9.75,2.23654,16.375,4,48.875,39.7019,45.5,33.5135,9,6.47692,19,65,sseo02,140603,0,NA,0,000,45.6043,-78.226,NA,NA,53,11.1875,3.63173,11.1875,41,71.4288
134,7.875,2.06473,12.25,2.125,48.75,39.6116,44,34.1116,10,7.07143,19,28,sseo02,140603,0,NA,0,000,46.1366,-78.1301,NA,NA,21,10.3125,4.55134,10.3125,12,39.4478
135,0.375,0.0661765,5.875,0,49.25,40.375,44.375,33.9779,6,5.23529,19,17,sseo02,140603,0,NA,0,000,51.0752,-78.2788,NA,NA,14,4.75,2.49265,NA,NA,NA
