/PNum,uh,uha,ppt,ppta,reflc,reflca,ref1km,ref1kma,WMAG,WMAGa,time,area,member,Date,Reports,UHobj,NREPS,MREPS,lat,lon,uhlength,uharea,1kmArea,Updraft,Updrafta,Upobj,Uparea,Uplen
57,0,-0.0609914,1.3125,3.4375,44.9375,37.9431,31.8125,24.2573,7,5.51724,18,145,sseo07,140603,0,NA,0,000,47.0312,-75.4058,NA,NA,20,0.75,0.574353,NA,NA,NA
58,1.5625,0.270665,7.71875,0.65625,45.0625,39.1673,38.2812,31.0968,7,5.53226,18,62,sseo07,140603,0,NA,0,000,37.8625,-78.7989,NA,NA,37,1.53125,0.511089,NA,NA,NA
59,26.625,2.05228,23.4375,0,50.4062,42.2785,50.1875,27.307,11,7.67296,18,159,sseo07,140603,0,NA,0,000,45.4648,-78.8005,NA,NA,93,11.9375,2.45696,12.8438,69,97.1081
60,2.71875,0.839489,6.90625,0,48.375,40.0938,48,38.8778,9,6.45455,18,22,sseo07,140603,0,NA,0,000,42.1784,-79.1612,NA,NA,21,4.9375,2.83665,NA,NA,NA
61,3.71875,1.03472,7.78125,0,49,41.9062,48.9062,40.191,8,6.66667,18,18,sseo07,140603,0,NA,0,000,41.7634,-79.9138,NA,NA,18,5.34375,3.07986,NA,NA,NA
62,10,2.1775,8.96875,0,49.4688,41.1937,49.2812,36.1025,12,10.48,18,25,sseo07,140603,0,NA,0,000,47.6722,-79.734,NA,NA,19,4.9375,2.45,NA,NA,NA
63,0.21875,-0.0450335,9.40625,6.84375,45.2188,38.7121,38.0312,26.7368,9,7.78036,18,560,sseo07,140603,0,NA,0,000,24.4488,-83.3803,NA,NA,85,1,0.401953,NA,NA,NA
64,18.7812,2.04955,13.125,0,47.3438,41.359,46.8438,25.7449,10,7.63063,18,111,sseo07,140603,0,NA,0,000,48.3021,-80.1456,NA,NA,59,7.6875,1.92821,NA,NA,NA
65,10.6875,1.59052,12.875,0,52.4688,42.7834,52.1875,39.3147,8,6.24138,18,29,sseo07,140603,0,NA,0,000,50.6706,-79.9728,NA,NA,25,9.59375,4.54957,NA,NA,NA
66,4.84375,1.60156,7.4375,0,48.9688,42.8438,48.4688,41.1589,8,6.91667,18,12,sseo07,140603,0,NA,0,000,49.8512,-81.1079,NA,NA,12,6.53125,3.98698,NA,NA,NA
67,1.28125,0.0821942,15.5625,19.6562,47.4062,38.8117,41.375,32.8333,10,8.17136,18,887,sseo07,140603,0,NA,0,000,26.9371,-84.9558,NA,NA,670,0.8125,0.362422,NA,NA,NA
68,4.375,1.32933,5.96875,0.03125,45.8125,39.3293,45.5312,38.1034,5,3.53846,18,13,sseo07,140603,0,NA,0,000,50.1053,-81.3569,NA,NA,13,4.34375,2.20192,NA,NA,NA
69,1.25,0.204527,17.8438,17.25,48.7188,38.9853,45.4375,37.7771,10,6.7608,18,301,sseo07,140603,0,NA,0,000,25.5869,-84.6967,NA,NA,293,1.34375,0.588351,NA,NA,NA
70,10.75,1.66886,13.5938,1.84375,50.5938,40.7602,46.7812,37.204,9,6.48739,18,119,sseo07,140603,0,NA,0,000,49.3835,-82.8028,NA,NA,115,3.21875,1.27679,NA,NA,NA
71,0.4375,0.0445884,11.3438,14.5312,47.4375,39.938,39.4062,32.1851,6,5.16667,18,246,sseo07,140603,0,NA,0,000,29.4843,-87.8112,NA,NA,180,0.875,0.362805,NA,NA,NA
72,0.53125,0.0612158,13.7812,7.5,45.4688,38.8724,41.4688,37.3373,11,9.10959,18,73,sseo07,140603,0,NA,0,000,24.3555,-90.2425,NA,NA,73,0.96875,0.598031,NA,NA,NA
73,2.28125,-0.0162841,4.03125,3.375,45.1875,37.6746,38,21.3761,7,4.0397,18,403,sseo07,140603,0,NA,0,000,43.8713,-98.3765,NA,NA,43,1.75,0.678582,NA,NA,NA
74,1,-0.000529661,2.40625,7.9375,47.6875,38.4543,35,16.0807,10,7.85311,18,177,sseo07,140603,0,NA,0,000,44.2124,-99.8157,NA,NA,34,3.15625,1.35611,NA,NA,NA
75,1.8125,0.249008,14.8125,16.4688,50.0625,38.9295,41.1562,30.477,8,5.41111,19,630,sseo07,140603,0,NA,0,000,49.8809,-72.8774,NA,NA,382,1.21875,0.534177,NA,NA,NA
76,1.375,0.129944,10.6562,10.7188,48.7812,39.6427,43.5312,28.9177,9,5.99078,19,651,sseo07,140603,0,NA,0,000,43.9873,-74.8889,NA,NA,260,2.5,0.585877,NA,NA,NA
77,0.40625,0.0641447,9.875,0.46875,45.2812,39.4474,42.5,32.5691,6,6,19,19,sseo07,140603,0,NA,0,000,42.3368,-74.6394,NA,NA,12,2.15625,0.962171,NA,NA,NA
78,2.1875,0.368682,14.5625,6.84375,46.7812,38.5804,43.2188,34.4184,7,4.54152,19,277,sseo07,140603,0,NA,0,000,46.4787,-74.5125,NA,NA,233,1.34375,0.646661,NA,NA,NA
79,-0.0625,-0.0625,1.53125,0.9375,45.9062,38.5277,32.6562,26.763,8,6.05217,19,115,sseo07,140603,0,NA,0,000,47.6529,-74.9033,NA,NA,23,0.75,0.549185,NA,NA,NA
80,1.1875,0.210417,10.75,1.5625,46.2812,39.838,39.5625,30.7958,9,7.93333,19,60,sseo07,140603,0,NA,0,000,37.1359,-79.1371,NA,NA,38,1.46875,0.613021,NA,NA,NA
81,3.1875,1.14062,10.1562,0,50.5625,42.3767,50.3438,39.8698,8,7.33333,19,18,sseo07,140603,0,NA,0,000,48.856,-77.0371,NA,NA,16,4.78125,2.43924,NA,NA,NA
82,4.0625,1.27009,9.21875,0,50.8125,42.6384,50.2812,40.6429,9,7.92857,19,14,sseo07,140603,0,NA,0,000,48.226,-77.1924,NA,NA,13,7.21875,4.0625,NA,NA,NA
83,2.3125,0.376157,13.4062,0,51.9062,43.265,50.9688,38.8345,10,9,19,27,sseo07,140603,0,NA,0,000,47.0872,-77.4809,NA,NA,25,8.78125,4.58333,NA,NA,NA
84,11.625,2.31334,20.0625,0,47.8125,42.2348,47.4688,34.4105,8,6.16216,19,37,sseo07,140603,0,NA,0,000,42.3233,-78.5289,NA,NA,28,6.03125,2.32855,NA,NA,NA
85,37.4375,2.14421,12.75,0.375,51.9375,42.341,51.3125,29.5099,11,8.62847,19,288,sseo07,140603,0,NA,0,000,45.8406,-78.2627,NA,NA,172,8.03125,1.89388,10.9688,90,104.417
86,0.46875,0.169643,7.71875,0.21875,46.25,40.2232,37.9375,33.6629,8,7,19,14,sseo07,140603,0,NA,0,000,36.5027,-79.7215,NA,NA,12,1.28125,0.712054,NA,NA,NA
87,20.5,2.61826,21.8438,4.625,49.3125,42.655,49.2188,25.3511,9,7.5098,19,51,sseo07,140603,0,NA,0,000,41.8977,-79.269,NA,NA,28,7.84375,2.38848,NA,NA,NA
88,3.28125,0.407939,37.75,12.2188,50.0312,40.8784,49.7812,40.0583,7,5.05405,19,37,sseo07,140603,0,NA,0,000,24.2265,-81.4392,NA,NA,36,2.90625,1.21199,NA,NA,NA
89,9.6875,2.1467,10.2188,0,47.6875,41.3229,47.5938,35.6215,11,9.05556,19,36,sseo07,140603,0,NA,0,000,47.4806,-78.6271,NA,NA,28,4.875,2.05556,NA,NA,NA
90,0.625,0.180707,9.96875,0.65625,46.25,39.5353,39.75,33.1875,7,6.78261,19,23,sseo07,140603,0,NA,0,000,36.3236,-80.5198,NA,NA,18,1.375,0.695652,NA,NA,NA
91,1.59375,0.458333,4.1875,0,47.2188,40.6224,46.75,38.8359,12,11,19,12,sseo07,140603,0,NA,0,000,47.8209,-78.9758,NA,NA,12,4.59375,2.91146,NA,NA,NA
92,25.125,2.5594,9.25,0.90625,54.5,42.4705,46.5,25.3603,12,8.33962,19,212,sseo07,140603,0,NA,0,000,48.6558,-79.7379,NA,NA,109,7.875,1.84346,NA,NA,NA
93,14.8438,1.91619,15.9688,0.96875,47.6875,42.9517,47.3438,22.5998,7,4.77273,19,88,sseo07,140603,0,NA,0,000,51.1377,-79.8314,NA,NA,42,7.125,2.89382,NA,NA,NA
94,12.375,2.14844,16.9375,0,53.8125,43.4969,53.2188,40.9859,8,6.15,19,20,sseo07,140603,0,NA,0,000,40.2472,-81.2561,NA,NA,18,9.96875,3.87969,NA,NA,NA
95,5.75,1.15689,11.8125,1.3125,50.6562,42.1288,50.4688,32.0108,10,6.93878,19,49,sseo07,140603,0,NA,0,000,50.2483,-80.3305,NA,NA,32,7.25,3.47895,NA,NA,NA
96,16.8125,3.10532,20.5938,0,53.9375,43.2986,53.2188,40.5116,9,6.77778,19,27,sseo07,140603,0,NA,0,000,40.0522,-81.833,NA,NA,24,12.375,4.90509,12.375,16,40.6597
97,21.2188,2.36305,14.4375,0.125,49.2812,40.4246,49.1875,28.3341,8,5.98529,19,68,sseo07,140603,0,NA,0,000,50.4464,-81.0724,NA,NA,39,6.15625,2.20129,NA,NA,NA
98,11.3125,2.50962,10.7188,3.09375,46.7188,40.7363,45.375,34.6644,8,6.76154,19,130,sseo07,140603,0,NA,0,000,49.6878,-82.4106,NA,NA,104,3.46875,1.54471,NA,NA,NA
99,4.65625,0.25734,40.0312,17.8438,49.4062,39.507,47.9688,37.0038,10,7.69492,19,413,sseo07,140603,0,NA,0,000,25.642,-84.6087,NA,NA,392,1.96875,0.612742,NA,NA,NA
100,0.09375,-0.0422794,1.75,0,44.4375,39.3309,32.0312,29.5643,6,5.94118,19,17,sseo07,140603,0,NA,0,000,51.0943,-82.3919,NA,NA,6,1.25,0.536765,NA,NA,NA
101,0.8125,0.0717154,13.25,15.5625,46,38.3348,40.0625,32.0153,11,8.64909,19,607,sseo07,140603,0,NA,0,000,27.1446,-85.4195,NA,NA,419,0.90625,0.340764,NA,NA,NA
102,0.4375,0.0186821,9.65625,9.5,47.2812,39.2376,37.2812,30.6534,7,5.3587,19,184,sseo07,140603,0,NA,0,000,29.4036,-88.064,NA,NA,106,0.8125,0.34392,NA,NA,NA
103,0.8125,0.101128,14.6875,13.7812,46.9375,39.0703,41.6875,36.311,11,9.72917,19,144,sseo07,140603,0,NA,0,000,24.4116,-90.3154,NA,NA,139,1.25,0.622179,NA,NA,NA
104,0.4375,-0.0221851,2.6875,4.15625,45.8125,38.5456,35.9375,18.7681,7,5.51654,19,393,sseo07,140603,0,NA,0,000,44.3881,-98.6608,NA,NA,62,2.28125,1.1444,NA,NA,NA
105,7.78125,0.341626,8.28125,2.8125,47.375,39.339,43.75,22.0005,10,8.61812,19,309,sseo07,140603,0,NA,0,000,45.3089,-101.85,NA,NA,97,6.09375,1.59233,NA,NA,NA
106,0.21875,-0.0216994,8,5.8125,45,37.3218,37.9688,29.1283,10,6.9191,20,445,sseo07,140603,0,NA,0,000,48.4046,-72.3124,NA,NA,219,0.75,0.437992,NA,NA,NA
107,1.125,0.200915,11.7812,14.8125,46.75,38.0721,39,31.608,8,5.69192,20,396,sseo07,140603,0,NA,0,000,50.1597,-72.4285,NA,NA,248,0.875,0.499211,NA,NA,NA
108,7.28125,0.664262,22.3438,7.125,48.5312,39.978,46.125,33.0082,10,5.41561,20,628,sseo07,140603,0,NA,0,000,46.5127,-73.7088,NA,NA,398,3.5,0.851662,NA,NA,NA
109,4.59375,0.312438,18.0312,7.46875,50.5938,40.5271,46.5,31.5744,9,5.93837,20,503,sseo07,140603,0,NA,0,000,44.0882,-74.1773,NA,NA,296,3.53125,0.860027,NA,NA,NA
110,0.03125,-0.0528846,4.46875,3.25,46.3125,40.6334,32.7188,26.4423,7,5.88462,20,26,sseo07,140603,0,NA,0,000,42.6067,-74.4254,NA,NA,8,0.8125,0.496394,NA,NA,NA
111,1.84375,0.741477,14.1875,1.28125,44.625,39.1193,44.1875,37.1761,6,4.81818,20,22,sseo07,140603,0,NA,0,000,50.8714,-76.0792,NA,NA,22,2.9375,1.83665,NA,NA,NA
112,18.2812,1.39598,13.4062,0,50.5938,41.8138,46.125,23.3049,9,7,20,70,sseo07,140603,0,NA,0,000,42.434,-77.9926,NA,NA,34,7.59375,1.34643,NA,NA,NA
113,0.90625,0.0914634,9.0625,1.03125,47.0312,38.2973,38.7812,31.9032,9,8,20,41,sseo07,140603,0,NA,0,000,36.712,-78.9135,NA,NA,27,1.4375,0.628049,NA,NA,NA
114,0.96875,0.215402,3.15625,0,45.7812,39.2511,44.0625,33.2277,10,8.42857,20,28,sseo07,140603,0,NA,0,000,49.3557,-76.7818,NA,NA,22,3.25,1.10156,NA,NA,NA
115,2.75,0.339177,6.1875,0,45.5,40.0991,43.75,29.9535,9,8.80488,20,41,sseo07,140603,0,NA,0,000,47.6273,-77.1454,NA,NA,27,6.03125,1.29878,NA,NA,NA
116,40.0312,5.60237,22.9062,16.4062,52.0312,42.2108,50.4375,34.1651,13,8.27586,20,174,sseo07,140603,0,NA,0,000,45.6789,-77.8098,NA,NA,134,7.8125,2.24371,NA,NA,NA
117,4.03125,0.418939,9.5,13.4062,48.8438,41.6807,48.5625,30.9648,13,9.33939,20,165,sseo07,140603,0,NA,0,000,46.9204,-77.8265,NA,NA,109,5.25,1.93258,NA,NA,NA
118,6.1875,0.644022,9.4375,0.375,49.375,41.7432,42.6562,30.8702,9,7.91304,20,46,sseo07,140603,0,NA,0,000,41.9136,-78.7144,NA,NA,29,3.8125,0.772418,NA,NA,NA
119,1.09375,0.153274,8.84375,0.09375,52.25,42.6518,51.5938,40.7798,11,10.2857,20,21,sseo07,140603,0,NA,0,000,44.8243,-78.2563,NA,NA,20,8.84375,4.36012,NA,NA,NA
120,11.625,1.68662,8.75,0,48.5625,41.318,48.375,29.8715,12,9.83099,20,142,sseo07,140603,0,NA,0,000,48.2265,-78.3685,NA,NA,94,5.9375,1.92804,NA,NA,NA
121,20.6875,8.83871,17.5,9.9375,51.1875,41.8458,50.6562,29.3528,8,6.64516,20,31,sseo07,140603,0,NA,0,000,41.7473,-79.2348,NA,NA,19,8.15625,5.06048,NA,NA,NA
122,4.71875,0.559766,35.5312,37.75,46.75,39.7047,44.5625,36.5109,7,5.6625,20,80,sseo07,140603,0,NA,0,000,24.1968,-81.4713,NA,NA,72,2.59375,0.880469,NA,NA,NA
123,28.125,6.11571,33.2812,3.40625,51.5938,43.4569,51.5625,38.3463,9,7.86486,20,37,sseo07,140603,0,NA,0,000,41.56,-79.9106,NA,NA,30,8.125,4.13767,NA,NA,NA
124,36.0938,4.337,9.6875,5.21875,53.4375,43.1619,47.2812,25.9295,13,10.5739,20,176,sseo07,140603,0,NA,0,000,49.2018,-79.2728,NA,NA,92,8.8125,1.97514,NA,NA,NA
125,21.6562,1.84593,24.0312,0,48.8438,41.7565,48.8125,33.6693,7,6.06977,20,43,sseo07,140603,0,NA,0,000,40.2264,-80.6879,NA,NA,31,7.5,2.01962,NA,NA,NA
126,33.2812,3.05339,16.2812,18.3125,48.7188,41.55,48.4062,23.9919,11,5.713,20,223,sseo07,140603,0,NA,0,000,50.8045,-80.3782,NA,NA,115,9.125,2.24229,NA,NA,NA
127,31.5312,3.44904,30.75,6.4375,48.5312,42.3601,48.125,28.313,8,7.30769,20,65,sseo07,140603,0,NA,0,000,40.0273,-81.2349,NA,NA,36,9.125,2.13702,12.0312,26,60.5751
128,3.71875,1.89663,5.15625,0,45.2188,40.0865,44.7812,39.0024,8,7.23077,20,13,sseo07,140603,0,NA,0,000,49.0318,-80.3445,NA,NA,13,3.53125,2.21875,NA,NA,NA
129,8.4375,1.91518,8.125,0,50.2188,42.375,49.6562,39.9643,9,7.28571,20,14,sseo07,140603,0,NA,0,000,39.726,-81.679,NA,NA,14,7.28125,3.66518,NA,NA,NA
