/PNum,uh,uha,ppt,ppta,reflc,reflca,ref1km,ref1kma,WMAG,WMAGa,time,area,member,Date,Reports,UHobj,NREPS,MREPS,lat,lon,uhlength,uharea,1kmArea,Updraft,Updrafta,Upobj,Uparea,Uplen
15,2.53125,0.860197,9.5625,0.1875,44.75,40.1678,43.625,37.5691,6,4.52632,14,19,sseo04,140603,0,NA,0,000,47.1877,-80.5683,NA,NA,17,2.9375,1.71217,NA,NA,NA
16,7,1.10978,19.9375,16.7188,49.9375,41.5689,49.375,38.3834,4,3.92308,14,78,sseo04,140603,0,NA,0,000,37.6717,-82.2703,NA,NA,70,5.96875,2.43029,NA,NA,NA
17,7.78125,1.02269,31.375,11.75,49.625,41.0107,49.0312,39.5701,6,3.43478,14,230,sseo04,140603,0,NA,0,000,36.7983,-83.1153,NA,NA,225,5.8125,1.99823,NA,NA,NA
18,6.875,0.836538,32.4375,3.21875,52.8125,38.0697,52.5,34.5425,10,8.5641,14,39,sseo04,140603,0,NA,0,000,25.7394,-83.4307,NA,NA,30,5.34375,1.4383,NA,NA,NA
19,10.3438,2.53831,51.625,61.875,49.2812,38.4073,48.4062,35.4718,12,8.41935,14,62,sseo04,140603,0,NA,0,000,25.2503,-83.8685,NA,NA,56,2.5,1.17994,NA,NA,NA
20,16.75,3.48361,47.125,4.65625,54.75,42.2223,54.25,39.5978,12,9.77049,14,61,sseo04,140603,0,NA,0,000,26.0694,-83.9877,NA,NA,56,6.34375,2.73617,NA,NA,NA
21,6.84375,1.79375,10.5312,0.59375,46.4688,39.3312,44.0312,31.9719,12,10.8,14,10,sseo04,140603,0,NA,0,000,24.3182,-83.7798,NA,NA,6,3.03125,1.8,NA,NA,NA
22,3.59375,1.71154,10.7812,26.2812,47.25,40.4856,46.9375,36.8125,4,2.61538,14,13,sseo04,140603,0,NA,0,000,37.1823,-83.1447,NA,NA,11,4.21875,2.87019,NA,NA,NA
23,0.6875,0.229526,15.6562,6.25,44.6875,39.7597,44.1562,39.0151,6,5.93103,14,29,sseo04,140603,0,NA,0,000,28.0844,-84.4018,NA,NA,29,2.1875,1.36422,NA,NA,NA
24,2.71875,0.573495,29.5,10.2188,50.6562,40.4578,49.9688,38.3594,12,9.33333,14,54,sseo04,140603,0,NA,0,000,24.2546,-84.6575,NA,NA,50,3.9375,1.48785,NA,NA,NA
25,29.0938,1.8809,79.5312,109.188,53.5938,40.0354,53.375,38.5628,12,8.88479,14,434,sseo04,140603,0,NA,0,000,26.3954,-85.1685,NA,NA,428,8.34375,1.68952,NA,NA,NA
26,1.53125,0.496528,24.5,2.28125,45.3125,39.217,44.7188,38.1962,6,6,14,18,sseo04,140603,0,NA,0,000,28.2739,-84.851,NA,NA,18,2.03125,1.14062,NA,NA,NA
27,4.4375,0.784091,36.5,15.7812,45.375,39.2083,44.25,35.4688,8,7.87879,14,33,sseo04,140603,0,NA,0,000,24.4279,-85.2325,NA,NA,26,3.625,1.48011,NA,NA,NA
28,3.40625,1.18169,21.75,6.71875,45.2812,39.3103,44.875,38.4004,8,7.48837,14,43,sseo04,140603,0,NA,0,000,25.6591,-85.6175,NA,NA,43,1.34375,0.896802,NA,NA,NA
29,7.40625,1.59545,41.8438,39.125,52.125,40.6784,51.8125,38.3937,10,7.81818,14,55,sseo04,140603,0,NA,0,000,28.1188,-86.4515,NA,NA,52,5.25,1.86761,NA,NA,NA
30,2.125,0.491616,35.2812,14.6875,50.7812,39.4055,50.25,38.0953,12,7.70732,14,41,sseo04,140603,0,NA,0,000,26.5895,-86.3979,NA,NA,41,3.75,1.4314,NA,NA,NA
31,13.8125,2.57699,55.0312,72.1875,51.4375,40.0528,50.7188,37.6805,12,8.5298,14,151,sseo04,140603,0,NA,0,000,29.2039,-87.2379,NA,NA,138,7.15625,2.39031,NA,NA,NA
32,15.8438,2.51658,70.3125,127.5,48.1875,41.5925,47.3438,38.4349,10,6.85714,14,49,sseo04,140603,0,NA,0,000,25.6741,-87.1023,NA,NA,41,6.71875,2.44133,NA,NA,NA
33,6.15625,1.39489,53.0312,38.9375,48.875,39.2898,47.7188,36.892,8,6.54545,14,22,sseo04,140603,0,NA,0,000,25.3081,-87.2677,NA,NA,21,3.4375,1.66477,NA,NA,NA
34,12.6562,0.806066,54.6562,23.6875,52.5312,40.902,51.9062,39.6618,8,5.57647,14,170,sseo04,140603,0,NA,0,000,24.4095,-88.1675,NA,NA,167,5.0625,1.55441,NA,NA,NA
35,10.0938,2.1875,58.4688,16.7188,49.8125,42.2167,49.0312,36.5563,8,7.86667,14,15,sseo04,140603,0,NA,0,000,25.9216,-87.8342,NA,NA,11,5.46875,2.68542,NA,NA,NA
36,38.8125,8.18391,87.1875,55.9688,55.5625,42.7987,55.0312,40.0138,12,9.73771,14,61,sseo04,140603,0,NA,0,000,29.9063,-87.958,NA,NA,55,11.8125,4.79611,11.8125,25,42.4441
37,2.96875,0.99375,38.4375,4.5,48.5938,43.6937,47.9375,36.8,6,5.86667,14,15,sseo04,140603,0,NA,0,000,26.2625,-89.8378,NA,NA,13,5.96875,3.325,NA,NA,NA
38,18.2812,5.48242,20.3125,0,48.375,41.8418,41.6875,21.5684,6,3.375,14,16,sseo04,140603,0,NA,0,000,39.0882,-91.1888,NA,NA,6,12.3125,5.5918,12.3125,6,14.0604
39,16.5,4.265,53.375,6.53125,47.6875,41.2238,46.2812,32.5662,10,8.96,14,25,sseo04,140603,0,NA,0,000,24.9492,-91.0441,NA,NA,18,7.71875,3.22,NA,NA,NA
40,5.03125,0.496429,21.4062,0,51.25,41.8192,50.9688,33.3571,14,8.37143,14,70,sseo04,140603,0,NA,0,000,39.0369,-91.7418,NA,NA,47,13.6562,3.14777,20.2812,38,81.694
41,8.9375,2.49023,26.7188,2.28125,45.9062,38.2637,43.6562,28.1641,12,11,14,16,sseo04,140603,0,NA,0,000,24.7697,-91.3494,NA,NA,7,4.875,2.20508,NA,NA,NA
42,27.125,3.82465,116.812,45.7812,54.5,43.3771,53.6562,29.2299,12,8.77778,14,90,sseo04,140603,0,NA,0,000,24.8421,-91.9389,NA,NA,55,13.6562,4.5184,13.6562,41,88.3398
43,11.4062,1.45159,88.3125,60.75,51.5312,40.4828,50.5,27.1713,10,6.27451,14,102,sseo04,140603,0,NA,0,000,37.2147,-94.1778,NA,NA,64,10.3438,2.70098,10.3438,22,55.6415
44,6.96875,1.1988,28.6875,6.625,49.5625,40.1627,48.1875,33.3599,6,3.90071,14,141,sseo04,140603,0,NA,0,000,38.0711,-96.1319,NA,NA,108,8.21875,2.79189,NA,NA,NA
45,0.375,0.0397727,3.6875,0,44.4375,38.7244,42.3438,25.1495,10,8.22727,14,88,sseo04,140603,0,NA,0,000,42.5451,-99.0672,NA,NA,46,4,1.99396,NA,NA,NA
46,32.3125,3.97697,12.9062,0.0625,49.125,41,48.3438,26.9827,6,4.31579,14,38,sseo04,140603,0,NA,0,000,41.0046,-98.5717,NA,NA,24,9.59375,3.13569,NA,NA,NA
47,48.7188,3.70822,17.6875,4.3125,50.1562,39.9493,49.9062,31.8898,10,6.45093,14,377,sseo04,140603,0,NA,0,000,43.7232,-101.455,NA,NA,248,14,3.88254,14,91,138.612
48,5.25,1.97569,14.6875,0.15625,45.7188,39.8733,45.0938,36.7847,6,5.33333,15,18,sseo04,140603,0,NA,0,000,45.0988,-73.1184,NA,NA,15,3.03125,1.8559,NA,NA,NA
49,16.3125,2.69433,34.9062,15.6562,50.9688,39.6507,50.0625,38.1834,7,4.96314,15,407,sseo04,140603,0,NA,0,000,47.6162,-74.813,NA,NA,399,4.40625,1.68911,NA,NA,NA
50,4.53125,1.26705,25.5,4.09375,46.875,40.7945,46.625,37.9953,5,4.51515,15,33,sseo04,140603,0,NA,0,000,40.1802,-76.2842,NA,NA,26,3.78125,1.92424,NA,NA,NA
51,6.46875,1.24093,13.2812,11.7812,46.9688,37.817,46.5,35.6971,13,5.98417,15,379,sseo04,140603,0,NA,0,000,44.1859,-76.6064,NA,NA,360,2.5,1.14932,NA,NA,NA
52,10.4375,2.27232,18.5,8.5,46.375,39.7015,45.75,36.0096,7,4.85714,15,49,sseo04,140603,0,NA,0,000,42.6737,-77.4078,NA,NA,41,4.78125,2.17347,NA,NA,NA
53,0.9375,0.276442,16.1562,1.96875,45.3438,37.3858,43.3438,34.6502,7,5.51923,15,52,sseo04,140603,0,NA,0,000,41.0555,-78.4107,NA,NA,47,3.15625,0.95613,NA,NA,NA
54,4.21875,0.986458,27.2188,1.65625,45.8125,39.6917,44.8438,35.9292,6,5,15,30,sseo04,140603,0,NA,0,000,46.6198,-78.22,NA,NA,26,2.78125,1.48542,NA,NA,NA
55,0.875,0.284722,10.6562,0.0625,44.8438,39.6493,43.75,36.0278,5,4.66667,15,9,sseo04,140603,0,NA,0,000,45.4847,-78.3229,NA,NA,8,2.40625,1.63542,NA,NA,NA
56,5.15625,2.09539,13.875,3.0625,46.0312,38.4396,45.25,36.0461,7,5.48684,15,76,sseo04,140603,0,NA,0,000,39.4514,-79.5389,NA,NA,68,2.65625,1.53536,NA,NA,NA
57,1.90625,0.637277,12.6562,4.46875,47.0625,39.9241,46.2812,36.5904,6,5.30357,15,56,sseo04,140603,0,NA,0,000,44.8913,-78.8267,NA,NA,50,2.65625,1.24888,NA,NA,NA
58,10.6562,1.26488,25.3125,16.0938,50.0312,42.5625,49.3125,37.8914,6,5.2381,15,21,sseo04,140603,0,NA,0,000,46.1398,-78.7659,NA,NA,19,4.90625,2.11756,NA,NA,NA
59,47.5625,2.79567,133.562,135.844,54.5625,40.7029,53.9688,38.5623,14,9.94506,15,364,sseo04,140603,0,NA,0,000,24.5303,-82.6419,NA,NA,350,11.2812,1.76537,11.2812,10,19.3074
60,1.78125,0.715517,9.78125,0.96875,45.2812,39.1002,44.2188,32.6649,6,5.65517,15,29,sseo04,140603,0,NA,0,000,47.468,-80.1502,NA,NA,19,2.78125,1.78125,NA,NA,NA
61,8.75,1.1745,31.2188,31.375,50.5312,40.1282,49.9688,38.1623,6,3.27467,15,375,sseo04,140603,0,NA,0,000,36.8941,-82.6869,NA,NA,355,5.96875,1.877,NA,NA,NA
62,2.84375,0.357422,17.7812,0,49.375,40.8271,48.4375,36.9424,5,4.0625,15,32,sseo04,140603,0,NA,0,000,40.3712,-81.6899,NA,NA,26,5.375,1.40137,NA,NA,NA
63,10.7812,2.27514,61.4688,47.125,51.0625,40.6766,50.125,38.7344,11,9.73913,15,46,sseo04,140603,0,NA,0,000,25.8946,-83.4607,NA,NA,44,6.3125,2.45109,NA,NA,NA
64,7.21875,1.72059,14.1562,0,47.3125,40.9743,46.25,31.8456,5,4.76471,15,17,sseo04,140603,0,NA,0,000,40.043,-82.5223,NA,NA,10,7.625,3.63419,NA,NA,NA
65,12.25,1.48104,63.9375,76,51.6562,40.3121,51.0625,38.5475,11,8.35254,15,295,sseo04,140603,0,NA,0,000,26.3483,-84.77,NA,NA,287,5.4375,1.84502,NA,NA,NA
66,10.6875,0.672152,39.7188,29.5,49.2812,39.2679,48.8438,37.4787,13,9.50296,15,169,sseo04,140603,0,NA,0,000,24.2931,-84.5876,NA,NA,166,3.65625,1.424,NA,NA,NA
67,3.9375,0.78125,29.3125,11.5,45.2188,39.6332,44.125,38.2155,7,4.78947,15,19,sseo04,140603,0,NA,0,000,25.7328,-84.8019,NA,NA,19,2.78125,1.34868,NA,NA,NA
68,11.9688,1.46875,24.875,10.1562,49.7188,40.9451,49.0938,38.4545,6,4.51515,15,33,sseo04,140603,0,NA,0,000,48.4263,-83.4886,NA,NA,30,5.59375,2.32576,NA,NA,NA
69,5.71875,2.48317,27.4688,0.65625,46.9688,41.75,46.0625,39.3029,4,2.5,15,26,sseo04,140603,0,NA,0,000,48.7722,-83.6121,NA,NA,23,4.125,2.59976,NA,NA,NA
70,2.0625,0.78125,9.5625,0.46875,44.875,39.9132,43.6875,38.5451,3,2.33333,15,9,sseo04,140603,0,NA,0,000,36.1189,-84.4835,NA,NA,9,2.9375,1.85069,NA,NA,NA
71,5.53125,1.0097,50.8125,35.2812,50.4688,39.9822,49.8438,37.7139,12,10.1379,15,58,sseo04,140603,0,NA,0,000,26.6973,-86.5103,NA,NA,54,3.9375,1.93858,NA,NA,NA
72,12.4062,3.6363,73,22.1875,54.5938,43.6523,53.8125,38.7906,11,9.08511,15,47,sseo04,140603,0,NA,0,000,27.9163,-86.8695,NA,NA,39,7.15625,3.15492,NA,NA,NA
73,5.0625,1.07156,31.5625,70.3125,46.0312,37.9411,45.4688,36.5924,9,4.33333,15,69,sseo04,140603,0,NA,0,000,25.538,-87.1278,NA,NA,68,2.8125,1.56793,NA,NA,NA
74,17.4375,3.08795,51.5312,55.0312,50.5625,39.4381,49.6875,37.4452,14,7.87629,15,97,sseo04,140603,0,NA,0,000,29.066,-87.3611,NA,NA,95,6.34375,1.97358,NA,NA,NA
75,7.0625,0.566014,71.75,54.6562,53.1562,39.7769,52.625,38.7239,9,6.07229,15,249,sseo04,140603,0,NA,0,000,24.4941,-88.1946,NA,NA,246,8.71875,1.46737,NA,NA,NA
76,9.65625,2.08272,43.2812,57.8438,46.8125,37.8309,45.9062,33.6654,9,7.41176,15,17,sseo04,140603,0,NA,0,000,25.8802,-87.9019,NA,NA,15,3.625,1.93566,NA,NA,NA
77,36,5.52893,88.5625,69.375,53.3438,41.0758,52.5938,38.9132,13,10.1481,15,54,sseo04,140603,0,NA,0,000,29.9654,-88.1649,NA,NA,51,9.6875,2.61516,NA,NA,NA
78,22.0938,2.64606,65.9688,20.3125,53.4062,42.4004,52.4688,33.9934,14,7.63043,15,138,sseo04,140603,0,NA,0,000,39.0236,-90.9545,NA,NA,98,15.8438,4.02468,15.8438,11,27.6533
79,2.125,0.697115,48.4062,4.65625,50.8438,42.3029,50.25,36.7812,6,5.53846,15,13,sseo04,140603,0,NA,0,000,26.3265,-90.3847,NA,NA,9,5.625,3.29087,NA,NA,NA
80,11,3.91587,28.2812,76.4375,50.6562,41.7596,49.3438,33.5192,9,7.84615,15,13,sseo04,140603,0,NA,0,000,24.7983,-91.5785,NA,NA,7,5.25,2.77163,NA,NA,NA
81,28.9688,2.63314,88.0312,116.812,53.9062,41.4372,53,35.4313,14,11.4896,15,96,sseo04,140603,0,NA,0,000,24.8805,-92.1051,NA,NA,71,12.3125,2.92285,12.3125,32,77.0186
82,16,2.56956,27.6562,2.21875,52.875,42.3357,52.4062,28.6784,9,7.67742,15,31,sseo04,140603,0,NA,0,000,25.3682,-91.9417,NA,NA,20,8.65625,4.16431,NA,NA,NA
83,5.6875,0.901442,14.6875,0,49.3125,40.8738,48.75,36.3762,7,4.57692,15,26,sseo04,140603,0,NA,0,000,37.6659,-92.5009,NA,NA,22,5.6875,1.44832,NA,NA,NA
84,9.3125,3.32917,52.3438,88.3125,47.5,40.8792,45.0625,32.4323,8,6.2,15,30,sseo04,140603,0,NA,0,000,37.1782,-94.2647,NA,NA,20,10.1875,4.83646,NA,NA,NA
85,5.625,0.710203,18.8125,18.0312,47.625,39.8424,47.0625,31.1784,8,5.7265,15,117,sseo04,140603,0,NA,0,000,38.2662,-95.8751,NA,NA,72,9.625,3.88542,NA,NA,NA
86,4.78125,0.602823,23.0625,4.09375,49.1875,40.8639,45.6562,30.0938,6,4.03226,15,31,sseo04,140603,0,NA,0,000,37.7399,-95.8794,NA,NA,18,8.4375,2.56956,NA,NA,NA
87,24.8438,3.26413,14.2812,0,49.625,41.0449,49,26.7543,6,5.27397,15,73,sseo04,140603,0,NA,0,000,40.9021,-97.8854,NA,NA,44,10.2188,2.39469,11.6562,29,86.2331
88,38.9375,2.89701,21.2812,10.75,45.3438,39.4378,44.7188,35.7368,9,5.95681,15,301,sseo04,140603,0,NA,0,000,43.7773,-100.997,NA,NA,260,13.1875,3.39421,13.1875,90,142.753
89,12.1562,3.07974,14.6875,0.28125,50.3438,41.3384,50.1875,36.6422,5,4.7931,16,29,sseo04,140603,0,NA,0,000,45.0234,-72.866,NA,NA,24,10.0312,3.97091,NA,NA,NA
90,7.875,1.34444,22.4375,1.03125,47.75,40.2653,47.125,38.0389,7,6.24444,16,45,sseo04,140603,0,NA,0,000,45.533,-72.9276,NA,NA,43,4.21875,2.14722,NA,NA,NA
91,17.2188,4.51627,38.75,27.375,50.2188,41.1546,49.6562,39.4721,9,6.06508,16,461,sseo04,140603,0,NA,0,000,48.0757,-74.4111,NA,NA,450,4.5,2.17896,NA,NA,NA
92,3.65625,0.775436,35.5312,10.4375,46.8125,40.3539,46.0625,38.1475,5,4.86047,16,43,sseo04,140603,0,NA,0,000,40.1911,-76.0668,NA,NA,42,3.09375,1.50945,NA,NA,NA
93,6.9375,1.41583,15.6875,11.3125,45.375,38.563,44.9688,36.6361,13,6.33693,16,463,sseo04,140603,0,NA,0,000,44.3848,-76.1322,NA,NA,442,2.75,1.2556,NA,NA,NA
94,9.65625,2.77083,26.1562,0.71875,49.7812,41.8333,49.0625,39.9294,5,4.03704,16,27,sseo04,140603,0,NA,0,000,49.9569,-75.1717,NA,NA,25,3,1.69676,NA,NA,NA
95,15.9062,2.28551,18.0625,14.1562,48.2812,40.6562,47.6562,37.4599,8,3.84091,16,88,sseo04,140603,0,NA,0,000,42.8811,-76.8887,NA,NA,78,7.25,2.15021,NA,NA,NA
96,4.65625,1,23.0938,1.375,46.3125,39.8688,45.9062,38.4552,5,4.16667,16,30,sseo04,140603,0,NA,0,000,48.7106,-75.8963,NA,NA,28,2.625,1.39688,NA,NA,NA
97,5.625,3.56114,12.25,0.21875,47.9375,41.0312,47.0312,36.7833,7,5.84783,16,46,sseo04,140603,0,NA,0,000,40.8512,-77.4447,NA,NA,39,3.53125,2.60598,NA,NA,NA
98,4.71875,0.850636,22.5,19.9375,47.75,39.0969,47.0625,36.7076,6,4.88136,16,59,sseo04,140603,0,NA,0,000,46.7456,-78.0582,NA,NA,54,3.8125,1.28231,NA,NA,NA
99,6.375,3.23864,10.8438,0.375,46.1562,38.5646,45.375,35.8132,5,3.61364,16,44,sseo04,140603,0,NA,0,000,39.5052,-78.9168,NA,NA,38,2.59375,1.65767,NA,NA,NA
100,2.96875,0.788462,17.1562,1.59375,46.6875,39.5457,45.9062,37.4087,5,5,16,13,sseo04,140603,0,NA,0,000,47.0136,-77.8671,NA,NA,12,3,1.61538,NA,NA,NA
101,2.78125,0.497917,15.4375,2.09375,49.1562,41.1521,48.4062,37.1167,6,5.53333,16,15,sseo04,140603,0,NA,0,000,45.9445,-78.2667,NA,NA,11,3.15625,1.52708,NA,NA,NA
102,5.90625,1.02292,16.375,0.21875,47.9375,40.8896,47.3125,37.8271,5,5,16,15,sseo04,140603,0,NA,0,000,47.2639,-78.7085,NA,NA,13,4.5,2.03542,NA,NA,NA
103,9.71875,0.991616,61.125,94.5938,50.0625,38.6776,49.6875,37.2355,12,9.57724,16,123,sseo04,140603,0,NA,0,000,24.1578,-82.5996,NA,NA,123,4.53125,1.21113,NA,NA,NA
104,5.96875,2.01146,14.6875,0.1875,46.9688,39.2708,46.2188,35.3656,8,7.26667,16,30,sseo04,140603,0,NA,0,000,47.7173,-79.6908,NA,NA,21,4.28125,2.16146,NA,NA,NA
105,1.5625,0.585598,35,10.7188,46.2812,40.2976,45.4062,37.3234,6,5.13043,16,23,sseo04,140603,0,NA,0,000,25.7981,-82.1404,NA,NA,21,2.6875,1.53261,NA,NA,NA
106,26.4062,3.71094,90.4688,133.562,52,41.0193,51.1875,39.233,11,9.33929,16,112,sseo04,140603,0,NA,0,000,24.7372,-82.5515,NA,NA,108,6.0625,1.68415,NA,NA,NA
107,3.90625,1.03661,11.9375,0,47.4688,40.8777,47.0312,37.708,5,4.25714,16,35,sseo04,140603,0,NA,0,000,40.6538,-81.1498,NA,NA,32,5.90625,3.0875,NA,NA,NA
108,5.1875,0.845176,29.3438,25.5312,47.7188,40.0951,47.0312,37.9576,7,3.95437,16,263,sseo04,140603,0,NA,0,000,36.5356,-82.62,NA,NA,243,3.90625,1.63237,NA,NA,NA
109,2.90625,0.788194,8.875,1.8125,45.375,39.684,45.0625,35.0104,9,7.66667,16,9,sseo04,140603,0,NA,0,000,25.7521,-83.1547,NA,NA,8,2.6875,1.46875,NA,NA,NA
110,7.21875,1.36458,15.7812,0,48.9375,42.1488,48.8125,39.0685,7,4.90476,16,21,sseo04,140603,0,NA,0,000,49.2636,-81.6408,NA,NA,19,6.53125,2.71131,NA,NA,NA
111,5.6875,0.21875,21.4688,32.6562,48.125,39.9976,47.75,37.3864,16,11.3117,16,77,sseo04,140603,0,NA,0,000,24.2155,-84.094,NA,NA,70,2.53125,1.09456,NA,NA,NA
112,10.5625,1.31414,73.2188,61.9062,52.3438,39.9717,51.6562,38.3472,11,7.78571,16,210,sseo04,140603,0,NA,0,000,26.2722,-84.5902,NA,NA,204,5.96875,1.79717,NA,NA,NA
113,5.34375,1.58705,10,0.46875,45.6875,39.6228,45.2188,36.4263,4,2.64286,16,14,sseo04,140603,0,NA,0,000,49.371,-82.1929,NA,NA,12,3.78125,2.8058,NA,NA,NA
114,1.78125,0.582682,20.0312,0.09375,47.6875,39.7617,47.0625,39.0007,6,4.91667,16,48,sseo04,140603,0,NA,0,000,35.8726,-83.7207,NA,NA,48,3.4375,1.67904,NA,NA,NA
115,4.71875,1.93229,11.4062,28.1562,46.7188,40.4557,45.75,37.5234,4,3.33333,16,12,sseo04,140603,0,NA,0,000,36.4373,-83.681,NA,NA,10,3.59375,2.22135,NA,NA,NA
116,17.0312,2.19413,42.1562,12.6875,52,41.1174,51.6562,38.1714,6,4.47475,16,99,sseo04,140603,0,NA,0,000,48.8614,-83.2439,NA,NA,89,6.28125,2.08302,NA,NA,NA
117,6.25,1.40841,15.7812,0.6875,47.7812,39.6552,47,37.5981,4,2.7931,16,29,sseo04,140603,0,NA,0,000,35.8288,-84.7839,NA,NA,27,4.96875,2.42888,NA,NA,NA
118,6.21875,1.2103,58.2812,17.0938,48.125,41.2264,47.0625,39.6191,11,9.94595,16,37,sseo04,140603,0,NA,0,000,24.2718,-85.4079,NA,NA,36,4.875,2.01014,NA,NA,NA
119,11.9688,1.12171,15.5625,0.125,49.9062,41.7138,49.3125,34.051,3,3,16,19,sseo04,140603,0,NA,0,000,38.4413,-84.6086,NA,NA,13,8.84375,2.62007,11.3125,11,39.4248
120,6.9375,3.01042,55.6562,2.40625,51.875,43.4062,50.625,38.5347,6,4.44444,16,18,sseo04,140603,0,NA,0,000,29.9553,-86.0788,NA,NA,15,7.4375,3.78646,NA,NA,NA
121,1.3125,0.375,18.4688,0.5625,45.1562,40.5,44.7188,39.6477,8,7.54545,16,11,sseo04,140603,0,NA,0,000,28.0527,-86.1616,NA,NA,11,2.15625,1.35227,NA,NA,NA
122,26.2812,4.14085,103.688,73,53.5938,41.9203,51.875,40.0132,13,9.73239,16,71,sseo04,140603,0,NA,0,000,27.8207,-87.1104,NA,NA,69,7.59375,2.55986,NA,NA,NA
123,7.9375,0.544424,76.9688,71.75,50.9688,39.193,50.4375,37.8848,9,6.5049,16,204,sseo04,140603,0,NA,0,000,24.6133,-88.3695,NA,NA,203,7.78125,1.38971,NA,NA,NA
124,2.59375,0.570312,26.75,10.75,44.7188,39.0586,44,37.0566,7,5.5,16,32,sseo04,140603,0,NA,0,000,25.0743,-87.7707,NA,NA,31,2.09375,1.33887,NA,NA,NA
125,7.5,1.65781,45.875,3.59375,49.9062,41.8969,49.5938,38.9828,9,8.5,16,20,sseo04,140603,0,NA,0,000,25.5091,-87.8578,NA,NA,18,4.40625,2.54219,NA,NA,NA
126,19.4688,7.55842,55.7188,25.5312,52.9062,41.6209,51.9688,36.1671,12,10.6087,16,23,sseo04,140603,0,NA,0,000,30.0174,-88.4397,NA,NA,19,6.65625,3.04755,NA,NA,NA
127,18.1875,1.79695,42.8438,65.9688,52.6875,40.0888,51.9062,33.1083,13,8.16268,16,209,sseo04,140603,0,NA,0,000,38.9369,-90.4499,NA,NA,149,19.8438,3.00105,13.6875,27,52.237
128,5.3125,2.43359,21.375,0.84375,47.5,42.1406,45.9375,36.168,6,4.625,16,8,sseo04,140603,0,NA,0,000,25.1663,-91.0118,NA,NA,7,6,3.38672,NA,NA,NA
129,11.875,2.67746,23.4062,0,50.9688,41.4788,48.5,28.5502,7,5.67857,16,28,sseo04,140603,0,NA,0,000,37.7017,-92.1725,NA,NA,15,10.5938,3.28571,10.5938,12,38.5985
