/PNum,uh,uha,ppt,ppta,reflc,reflca,ref1km,ref1kma,WMAG,WMAGa,time,area,member,Date,Reports,UHobj,NREPS,MREPS,lat,lon,uhlength,uharea,1kmArea,Updraft,Updrafta,Upobj,Uparea,Uplen
23,2.75,0.910156,22.0312,1.125,47.5312,42.084,46.125,39.2188,10,8.9375,14,16,sseo01,140603,0,NA,0,000,25.9757,-87.2141,NA,NA,15,7.625,4.59375,NA,NA,NA
24,1.4375,0.325368,27.2812,3.90625,47.8438,41.1048,44.8438,38.6562,10,8.64706,14,17,sseo01,140603,0,NA,0,000,25.6585,-87.7498,NA,NA,16,9.625,4.04779,NA,NA,NA
25,0.5,0.159091,18.9062,0,46.2188,40.1506,45,37.6534,10,8.54545,14,11,sseo01,140603,0,NA,0,000,25.9763,-88.3425,NA,NA,11,4.71875,2.38636,NA,NA,NA
26,12.8438,3.2658,5.125,0.03125,47.125,39.2261,45.375,26.986,7,4.86517,14,89,sseo01,140603,0,NA,0,000,42.9914,-99.5149,NA,NA,59,7.90625,3.10253,12.6562,59,123.957
27,22.2188,4.7636,17.9062,14.5312,50.3125,39.9976,48.8125,29.4736,12,7.85563,14,471,sseo01,140603,0,NA,0,000,43.772,-101.075,NA,NA,313,20.6562,6.19241,22.6875,323,310.825
28,1.125,0.599265,5.625,0.65625,44.1875,38.7077,43.4375,37.0533,8,6.64706,15,17,sseo01,140603,0,NA,0,000,47.3465,-74.1337,NA,NA,17,3.78125,1.9761,NA,NA,NA
29,2,1.34375,4.875,1.375,46.6562,39.4757,46.5312,38.2743,7,6.44444,15,9,sseo01,140603,0,NA,0,000,47.0337,-74.3435,NA,NA,9,3.125,2.47222,NA,NA,NA
30,1.90625,0.503968,8.34375,0.46875,47.0312,39.0878,46.9688,38.0893,10,7.71429,15,63,sseo01,140603,0,NA,0,000,50.2998,-73.9552,NA,NA,63,2.8125,1.625,NA,NA,NA
31,1.5625,0.60026,7.03125,0,45.625,39.5898,45.3438,38.2266,7,5,15,24,sseo01,140603,0,NA,0,000,45.8693,-75.1135,NA,NA,23,2.53125,1.72005,NA,NA,NA
32,1.375,0.613971,5.34375,10.9062,44.8438,39.9136,44.6875,38.2923,7,5.52941,15,17,sseo01,140603,0,NA,0,000,46.7094,-75.024,NA,NA,16,2.4375,1.86581,NA,NA,NA
33,1.46875,0.680556,4.71875,1.21875,45.1875,39.625,45.0312,38.0903,6,5.66667,15,9,sseo01,140603,0,NA,0,000,43.6518,-76.4483,NA,NA,9,2.9375,1.87847,NA,NA,NA
34,3.625,1.23438,24.7812,0.96875,51.1875,42.002,51.125,40.3223,11,9.5625,15,16,sseo01,140603,0,NA,0,000,24.2735,-81.9849,NA,NA,16,8.875,4.95117,NA,NA,NA
35,7.0625,2.82056,30.625,2.625,53.2188,42.1089,52.8438,38.4062,13,10.7742,15,31,sseo01,140603,0,NA,0,000,24.2247,-82.3988,NA,NA,27,9.78125,5.56452,NA,NA,NA
36,1.125,0.592634,12.1875,6.90625,45.9062,37.8783,45.5938,36.635,6,4.75,15,28,sseo01,140603,0,NA,0,000,37.3673,-81.5401,NA,NA,28,4.40625,1.88616,NA,NA,NA
37,15.0938,3.82812,49.8125,56.2812,54.4375,43.0333,54.2812,39.5445,15,11.7692,15,78,sseo01,140603,0,NA,0,000,24.4663,-83.8692,NA,NA,71,11.4688,5.01162,11.4688,27,56.9979
38,2.0625,0.577083,20.2812,11.0625,47.9062,39.1688,47.1875,38.0132,6,3.11111,15,45,sseo01,140603,0,NA,0,000,36.2639,-83.1695,NA,NA,45,5,2.13056,NA,NA,NA
39,2.78125,0.504422,16.25,6.5,48.6562,38.6904,47.9062,37.566,6,3.71698,15,106,sseo01,140603,0,NA,0,000,35.9438,-83.7556,NA,NA,106,5.5625,2.12618,NA,NA,NA
40,24.6562,3.55963,68.9688,53.4062,54.4062,41.4565,54.2812,38.5463,15,11.6437,15,87,sseo01,140603,0,NA,0,000,24.9631,-84.6725,NA,NA,79,14.2812,4.30603,14.2812,19,42.436
41,3.5,1.07102,17.8438,3.1875,45.9688,39.5852,45.6562,38.3466,11,10.8182,15,11,sseo01,140603,0,NA,0,000,26.079,-84.551,NA,NA,11,5.15625,2.76989,NA,NA,NA
42,9.28125,1.10357,47.125,12.0312,50.7812,40.6348,50.4062,38.9491,14,11.2857,15,35,sseo01,140603,0,NA,0,000,25.5518,-85.2702,NA,NA,34,8.90625,2.86607,NA,NA,NA
43,12.0938,1.76914,85.7812,89.9688,53.3438,40.8091,52.9688,39.5057,13,10.3642,15,302,sseo01,140603,0,NA,0,000,26.2686,-85.81,NA,NA,297,8.90625,2.92291,NA,NA,NA
44,1.875,0.711207,23.125,17.3438,46.4375,38.68,45.9062,37.0636,6,4.34483,15,29,sseo01,140603,0,NA,0,000,35.8781,-85.2195,NA,NA,28,5.5625,3.06142,NA,NA,NA
45,4.96875,1.68555,20.5625,13,50.5625,40.1348,50.3125,34.1328,12,11.25,15,16,sseo01,140603,0,NA,0,000,26.9269,-85.9207,NA,NA,13,7.1875,3.5332,NA,NA,NA
46,5.25,2.1733,39.75,63.1562,50.0312,43.2784,49.5312,39.0426,11,9.72727,15,11,sseo01,140603,0,NA,0,000,25.4323,-85.9134,NA,NA,9,7.25,3.8125,NA,NA,NA
47,0.5,0.170833,13,0.34375,45.3438,39.2917,43.5625,37.5479,6,4.93333,15,15,sseo01,140603,0,NA,0,000,35.6315,-85.6597,NA,NA,14,4.96875,2.3125,NA,NA,NA
48,1.71875,0.878676,29,17.4375,48.8125,41.1893,48.4688,39.0349,10,9.41177,15,17,sseo01,140603,0,NA,0,000,28.5317,-86.1722,NA,NA,15,4.1875,2.62868,NA,NA,NA
49,3.09375,0.769097,24.2812,0.3125,46.125,39.9618,45.5625,39.0295,12,10.7778,15,18,sseo01,140603,0,NA,0,000,27.4586,-86.4744,NA,NA,18,5.25,2.15972,NA,NA,NA
50,0.5,0.234375,8.5,11.25,47.0625,40.3594,45.9375,37.9219,10,9.125,15,8,sseo01,140603,0,NA,0,000,28.5142,-86.5996,NA,NA,8,3.84375,3.01172,NA,NA,NA
51,2.34375,0.871528,19.4375,0,48.8438,40.5035,48.375,37.566,11,8.22222,15,9,sseo01,140603,0,NA,0,000,29.4868,-86.8797,NA,NA,8,5.46875,3.35764,NA,NA,NA
52,2.4375,0.921875,33.4688,0.125,49.9688,43.6042,48.8438,39.263,8,6.5,15,12,sseo01,140603,0,NA,0,000,30.2424,-87.4402,NA,NA,11,7.4375,3.60938,NA,NA,NA
53,2.53125,0.333777,21.1562,27.2812,48.0625,39.5153,47.3438,36.764,12,8.14894,15,47,sseo01,140603,0,NA,0,000,25.6818,-87.6925,NA,NA,45,6.9375,3.04322,NA,NA,NA
54,26.5312,5.06793,11.6875,12.0625,48.0938,39.0497,47.8125,30.0089,12,7.09474,15,190,sseo01,140603,0,NA,0,000,43.5121,-100.048,NA,NA,120,13.7812,4.93339,13.7812,115,136.271
55,46.0312,7.51131,35.1562,16.2188,50.75,40.6846,50.5,31.5386,12,8.28674,15,279,sseo01,140603,0,NA,0,000,44.0692,-101.213,NA,NA,183,15.375,5.69008,15.375,215,218.271
56,3.21875,1.23864,19,0,51,42.2074,50.375,37.3722,9,7,16,11,sseo01,140603,0,NA,0,000,41.4492,-74.9037,NA,NA,9,12.1875,5.68466,12.1875,6,23.6001
57,1.6875,0.38898,5.3125,2.4375,44.75,39.2064,44.3125,38.0173,9,7.31579,16,38,sseo01,140603,0,NA,0,000,46.3914,-74.665,NA,NA,37,2.40625,1.43832,NA,NA,NA
58,2.96875,1.77557,11,0.40625,46.875,40.0445,46.0625,38.7358,9,6.84848,16,33,sseo01,140603,0,NA,0,000,43.7289,-76.105,NA,NA,33,3.5625,2.06439,NA,NA,NA
59,4.53125,0.645089,29.5312,30.625,50.3125,40.1618,49.8438,37.9754,15,11.6071,16,28,sseo01,140603,0,NA,0,000,24.3444,-82.2999,NA,NA,25,8.9375,4.63728,NA,NA,NA
60,8.125,3.62216,36.5938,1.46875,52,43.4148,49.9062,41.2926,13,11.5455,16,11,sseo01,140603,0,NA,0,000,24.0897,-82.5397,NA,NA,11,11.25,6.21307,11.25,9,19.319
61,1.6875,0.619318,22.4062,0.125,47.1562,40.5398,45.3438,37.4062,11,10.0909,16,11,sseo01,140603,0,NA,0,000,24.4559,-82.6564,NA,NA,11,7.71875,3.52841,NA,NA,NA
62,32.7812,4.46225,86.8438,49.8125,55.4062,42.5551,54.3438,39.8187,14,11.7624,16,101,sseo01,140603,0,NA,0,000,24.5597,-83.9835,NA,NA,94,11.9688,4.89944,11.9688,60,98.9246
63,1.375,0.44424,16.375,2.28125,46,38.8137,45.9375,37.9583,7,4.92157,16,51,sseo01,140603,0,NA,0,000,35.841,-82.9009,NA,NA,51,3.375,1.65502,NA,NA,NA
64,2.0625,0.45119,19.2188,13.0312,46.8438,39.1015,46.5312,37.6274,7,3.78095,16,105,sseo01,140603,0,NA,0,000,35.7304,-83.6851,NA,NA,102,4.84375,2.11548,NA,NA,NA
65,21.4375,5.48661,56.0938,68.9688,53.0312,41.1886,51.5938,37.5223,13,11.0357,16,28,sseo01,140603,0,NA,0,000,24.8592,-84.6641,NA,NA,25,10.375,4.29353,NA,NA,NA
66,20.9375,5.68906,64.6562,15.4375,52.5,43.8031,51.5625,39.8328,14,12.2,16,20,sseo01,140603,0,NA,0,000,25.0529,-84.9346,NA,NA,17,10.5938,4.73594,10.5938,7,17.2331
67,13.125,1.19331,47.7812,5.625,49.5625,40.7558,49.0625,39.3932,12,10.8372,16,43,sseo01,140603,0,NA,0,000,25.6418,-85.4376,NA,NA,42,7.9375,2.3859,NA,NA,NA
68,16.6875,2.41913,75.4062,85.7812,55.8125,39.9776,55.3125,38.1767,16,11.1149,16,148,sseo01,140603,0,NA,0,000,26.1188,-85.9009,NA,NA,144,11.125,2.54434,NA,NA,NA
69,2.40625,0.972656,10.5938,0,46.875,42.0391,46.375,39.4492,5,4,16,8,sseo01,140603,0,NA,0,000,35.3363,-85.1156,NA,NA,7,6.78125,3.75781,NA,NA,NA
70,8,1.42591,38.4375,35.1875,51.9062,40.6706,51.75,38.8069,13,10.1573,16,89,sseo01,140603,0,NA,0,000,26.7258,-86.1918,NA,NA,87,7.625,3.28055,NA,NA,NA
71,3.46875,1.60938,38,39.75,48.0312,40.7839,47.4688,36.8724,11,10.0833,16,12,sseo01,140603,0,NA,0,000,25.3831,-85.973,NA,NA,11,7,3.41146,NA,NA,NA
72,1.65625,0.786458,15.4062,10.8125,52.7812,41.3047,52.5312,39.3177,10,9.58333,16,12,sseo01,140603,0,NA,0,000,28.4992,-86.5896,NA,NA,12,6.53125,3.16927,NA,NA,NA
73,1.96875,0.521875,21.625,16.9375,48.9688,41.6156,48.3438,38.4188,9,8.3,16,10,sseo01,140603,0,NA,0,000,28.1898,-86.8846,NA,NA,9,4.875,2.60938,NA,NA,NA
74,4.1875,1.55273,33.7188,9.84375,52.9375,41.8633,52.8438,37.9199,10,7.75,16,16,sseo01,140603,0,NA,0,000,29.4896,-87.0244,NA,NA,13,6.8125,3.91016,NA,NA,NA
75,0.71875,0.196023,15.9688,3.34375,44.9375,40.5653,44.5,39.6165,9,8.36364,16,11,sseo01,140603,0,NA,0,000,28.4545,-86.9736,NA,NA,11,5.625,2.8125,NA,NA,NA
76,0.75,0.259868,19.5938,0.8125,49.7188,40.6678,49.625,38.9013,10,7.73684,16,19,sseo01,140603,0,NA,0,000,27.8724,-87.0223,NA,NA,19,4.9375,3.16447,NA,NA,NA
77,4.34375,1.09426,35.2812,20.0312,49.25,41.3719,48.6875,39.3207,12,9.27869,16,61,sseo01,140603,0,NA,0,000,25.6827,-87.6045,NA,NA,57,6.71875,2.94416,NA,NA,NA
78,2.59375,0.654167,43,18.4688,48.25,40.5083,46.3438,38.2479,9,7.6,16,15,sseo01,140603,0,NA,0,000,25.8564,-88.4611,NA,NA,14,6.25,2.8375,NA,NA,NA
79,30.625,3.48756,18.9688,11.5938,46.9688,37.8056,46.25,29.3572,12,7.43689,16,309,sseo01,140603,0,NA,0,000,44.0202,-100.281,NA,NA,203,11.4062,3.66252,13.7188,133,167.423
80,13.875,8.95469,4.8125,2.4375,47.4375,40.3172,40.1875,19.1203,10,7.75,16,20,sseo01,140603,0,NA,0,000,43.2594,-99.8225,NA,NA,8,8.65625,4.70312,NA,NA,NA
81,0.53125,0.159091,3.03125,0.03125,45.5938,39.5653,45.375,37.8239,8,6.36364,17,11,sseo01,140603,0,NA,0,000,49.1035,-71.1507,NA,NA,10,3.4375,2.22727,NA,NA,NA
82,1.78125,0.626645,12.5625,0.28125,47.8438,41.977,45.5938,39.6875,11,8.1579,17,19,sseo01,140603,0,NA,0,000,44.6785,-73.8736,NA,NA,19,10.9375,4.90296,NA,NA,NA
83,0.21875,0.0292969,15.625,0,48.1562,41.5645,45.4062,38.0508,11,8.875,17,16,sseo01,140603,0,NA,0,000,41.66,-74.651,NA,NA,15,7.09375,4.1543,NA,NA,NA
84,0.21875,0.04375,6.6875,0,45.5312,39.3146,45.2812,36.8125,10,8.4,17,15,sseo01,140603,0,NA,0,000,42.326,-74.7491,NA,NA,15,5.125,2.99375,NA,NA,NA
85,3.15625,1.42188,4,0.15625,46.7188,41,45.4688,34.5344,8,6.4,17,10,sseo01,140603,0,NA,0,000,44.8666,-74.5115,NA,NA,7,5.21875,3.7625,NA,NA,NA
86,0.59375,0.367188,9.34375,0,45.875,40,45.7812,38.5469,8,7.5,17,8,sseo01,140603,0,NA,0,000,39.7455,-76.105,NA,NA,7,2.96875,1.96875,NA,NA,NA
87,1.09375,0.432692,5.125,4.96875,45.75,40.2212,45.6562,37.9976,6,4.69231,17,13,sseo01,140603,0,NA,0,000,45.8808,-75.0846,NA,NA,11,3.8125,2.22115,NA,NA,NA
88,0.5,0.203125,6.4375,0.21875,45,40.0719,44.875,39.0563,7,6.6,17,10,sseo01,140603,0,NA,0,000,44.1365,-75.446,NA,NA,10,3.28125,2.20937,NA,NA,NA
89,1.28125,0.335069,12.1875,28.8438,44.6875,38.224,42.6562,36.4774,14,13.2778,17,18,sseo01,140603,0,NA,0,000,24.3946,-82.5203,NA,NA,17,4.625,2.24306,NA,NA,NA
90,9.09375,2.40121,26.6562,3.3125,54.8438,44.004,54.625,40.7298,13,11.0323,17,31,sseo01,140603,0,NA,0,000,24.6042,-83.0717,NA,NA,29,10.9375,4.78931,NA,NA,NA
91,6.3125,1.90385,3.53125,0,48.2188,40.3822,47.1562,31.762,11,10.1538,17,13,sseo01,140603,0,NA,0,000,48.5884,-80.7938,NA,NA,8,13.75,5.49279,13.75,15,46.7313
92,11.2812,5.1849,5.8125,0,50.2812,42.7474,49.0938,38.263,11,6.91667,17,12,sseo01,140603,0,NA,0,000,49.4836,-80.8501,NA,NA,9,10.9375,5.70573,NA,NA,NA
93,16.5938,1.84195,65.4062,86.8438,52.6875,41.0913,51.9375,38.3416,17,12.2404,17,104,sseo01,140603,0,NA,0,000,24.62,-84.0424,NA,NA,97,13.0938,4.28726,13.0938,36,71.0642
94,1.15625,0.470486,15.9375,17.5,46.3125,39.4757,45.75,38.316,7,3.80556,17,36,sseo01,140603,0,NA,0,000,35.8045,-83.1675,NA,NA,35,3.96875,2.05816,NA,NA,NA
95,7.6875,2.42308,19.75,0.6875,51.0938,43.8173,50.8438,39.2837,10,9.46154,17,13,sseo01,140603,0,NA,0,000,24.174,-83.894,NA,NA,10,10.6562,4.68029,NA,NA,NA
96,0.875,0.390625,11,0.09375,48.4688,40.4635,48.0625,39.1016,6,4.58333,17,12,sseo01,140603,0,NA,0,000,35.361,-83.6047,NA,NA,11,5.3125,2.40104,NA,NA,NA
97,18.8125,3.64427,74.625,64.6562,52.375,40.1734,51.4062,37.4781,14,10.9333,17,60,sseo01,140603,0,NA,0,000,24.953,-84.7668,NA,NA,57,8.375,3.4875,NA,NA,NA
98,1.21875,0.522321,10.7188,0.25,46.4062,39.0402,45.5,38.0335,5,3.78571,17,14,sseo01,140603,0,NA,0,000,35.2376,-83.9498,NA,NA,14,4.625,2.59375,NA,NA,NA
99,4.46875,2.3151,23.7812,1.9375,49.5312,42.8542,47.4688,38.8333,6,4.33333,17,12,sseo01,140603,0,NA,0,000,35.2329,-85.0499,NA,NA,10,9.84375,4.49479,NA,NA,NA
100,14.0938,2.33498,74.75,75.4062,52.3438,41.1672,51.5938,37.295,16,12.1316,17,114,sseo01,140603,0,NA,0,000,25.804,-85.9873,NA,NA,97,7.46875,2.77001,NA,NA,NA
101,6.40625,1.41951,46,11,50.2188,40.7789,50.125,39.0634,16,10.8788,17,66,sseo01,140603,0,NA,0,000,26.9818,-86.5177,NA,NA,64,7.625,3.22869,NA,NA,NA
102,4.375,1.60804,52.3125,33.7188,52.7188,42.0884,52.6562,39.6991,9,6.85714,17,35,sseo01,140603,0,NA,0,000,29.4985,-87.0964,NA,NA,33,9.65625,4.20714,NA,NA,NA
103,1.46875,0.65625,17.5,15.9688,45.0938,39.3281,44.5938,37.625,9,7.625,17,8,sseo01,140603,0,NA,0,000,28.4611,-86.9798,NA,NA,8,5.25,2.92969,NA,NA,NA
104,1.875,0.372917,19.4062,7.84375,52.7188,40.1771,52.4688,38.801,10,8.16667,17,30,sseo01,140603,0,NA,0,000,27.9685,-87.2231,NA,NA,30,6.3125,2.59896,NA,NA,NA
105,6.8125,1.16567,42.8438,35.2812,48.5,38.7406,47.6875,36.6207,12,8.68493,17,73,sseo01,140603,0,NA,0,000,25.6401,-87.588,NA,NA,70,6.375,2.26926,NA,NA,NA
106,0.3125,0.13125,6.21875,6.21875,46.3438,40.7062,46.2812,38.8042,5,3.46667,17,15,sseo01,140603,0,NA,0,000,28.8157,-87.3026,NA,NA,13,3.65625,2.375,NA,NA,NA
107,1,0.297917,22.2812,11,51.125,42.9437,51,36.1188,7,4.26667,17,15,sseo01,140603,0,NA,0,000,29.4771,-87.5341,NA,NA,11,7.5,4.05208,NA,NA,NA
108,0.28125,0.0451389,16.0312,0,47.6562,40.7431,47.1875,37.2361,7,6.33333,17,9,sseo01,140603,0,NA,0,000,29.7023,-87.6655,NA,NA,7,5.59375,2.48264,NA,NA,NA
109,7.9375,1.89706,46.625,43,50.5312,42.0717,49.7812,39.4835,10,8,17,17,sseo01,140603,0,NA,0,000,25.7682,-88.4724,NA,NA,16,8.28125,3.46507,NA,NA,NA
110,2.125,0.47017,16.5938,2.0625,49.3125,40.9773,49.2812,37.098,10,8.31818,17,22,sseo01,140603,0,NA,0,000,25.5223,-89.0967,NA,NA,18,7.03125,3.3054,NA,NA,NA
111,4.5,1.21546,1.90625,0.09375,45.8125,39.4326,43.8438,24.0625,7,5.84211,17,19,sseo01,140603,0,NA,0,000,42.97,-98.5505,NA,NA,9,3.09375,1.87171,NA,NA,NA
112,29.5312,3.81907,7.03125,6.03125,46.3438,39.1108,45.7188,25.5142,12,7.7479,17,119,sseo01,140603,0,NA,0,000,43.462,-99.381,NA,NA,53,12.375,3.07012,12.8125,23,55.6057
113,11.375,2.18049,11.625,11.7812,46.2188,38.9709,45.8438,29.5832,14,8.49776,17,223,sseo01,140603,0,NA,0,000,44.5168,-101.003,NA,NA,156,15,5.34375,15,158,195.797
114,3.78125,1.61328,25.625,0.875,50.8125,43.1133,50.5,39.6367,7,6,18,8,sseo01,140603,0,NA,0,000,43.2833,-72.8277,NA,NA,7,10.4375,4.12891,NA,NA,NA
115,3.71875,0.779762,17.375,0.3125,47.9062,39.5476,43.8125,34.3482,10,8.42857,18,21,sseo01,140603,0,NA,0,000,44.8877,-73.5799,NA,NA,17,11.2188,3.99554,11.2188,16,39.1517
116,2.0625,0.848958,10.1875,0.46875,47.9688,40.8125,46.5625,36.0816,10,6.38889,18,18,sseo01,140603,0,NA,0,000,45.2672,-73.6662,NA,NA,14,7.125,4.18403,NA,NA,NA
117,3.09375,0.846154,12.8125,2.25,49.375,40.9627,49.0938,37.4075,10,8.07692,18,26,sseo01,140603,0,NA,0,000,42.5731,-74.3923,NA,NA,22,8.59375,4.36178,NA,NA,NA
118,3.375,1.42113,9.65625,6.03125,48.75,41.6042,47.7188,38.3676,10,6.85714,18,21,sseo01,140603,0,NA,0,000,45.0902,-73.9499,NA,NA,20,9.1875,4.38988,NA,NA,NA
119,0.53125,0.24375,12.0938,4.3125,48.5,38.9281,47.8438,36.8469,8,7.5,18,10,sseo01,140603,0,NA,0,000,42.2548,-74.5637,NA,NA,10,8.4375,5.18437,NA,NA,NA
120,5.5,0.991709,26.75,16.375,51.9688,39.9879,50.625,36.227,11,6.83673,18,49,sseo01,140603,0,NA,0,000,41.348,-74.9471,NA,NA,45,10.4688,4.31633,11.0938,20,38.6791
121,1.125,0.43,11.9062,8.40625,45.9688,37.63,45.3125,36.8846,8,5.80571,18,175,sseo01,140603,0,NA,0,000,48.1519,-73.6901,NA,NA,175,2.875,1.26,NA,NA,NA
122,4.0625,2.2,7.96875,0.65625,48.7812,41.4271,48.375,37.3021,8,7.26667,18,15,sseo01,140603,0,NA,0,000,44.8075,-74.3208,NA,NA,12,6.375,5.04167,NA,NA,NA
123,0.28125,0.03125,5.9375,0,49.4062,42.6146,48.6562,37.7995,11,9.5,18,12,sseo01,140603,0,NA,0,000,44.3653,-74.4424,NA,NA,10,7.4375,4.94792,NA,NA,NA
124,2.4375,1.37292,7.9375,1.3125,47.3438,39.9542,46.3125,38.7479,12,10.3333,18,15,sseo01,140603,0,NA,0,000,42.7204,-74.8144,NA,NA,15,7.65625,4.18125,NA,NA,NA
125,1.90625,0.76875,6.6875,0.625,49.9062,42.9844,48.0312,39.4781,12,10.4,18,10,sseo01,140603,0,NA,0,000,43.0202,-74.834,NA,NA,9,7.9375,4.8375,NA,NA,NA
126,2.71875,1.82187,11.5625,0.65625,50.2188,44.1063,47.4688,41.6844,9,7.8,18,10,sseo01,140603,0,NA,0,000,43.5985,-74.7803,NA,NA,10,7.96875,4.94063,NA,NA,NA
127,3.59375,1.22356,12.5938,0.5625,45.9688,40.4808,45.25,38.3221,10,8.92308,18,13,sseo01,140603,0,NA,0,000,37.9423,-77.6477,NA,NA,12,3.6875,2.23798,NA,NA,NA
128,0.90625,0.233173,9.03125,0.09375,49.0312,41.3365,48.5312,38.5264,9,8.15385,18,13,sseo01,140603,0,NA,0,000,48.6726,-76.6691,NA,NA,11,7.21875,3.82212,NA,NA,NA
129,3.96875,1.45673,17.2812,0,47.4062,41.8438,46.0625,37.25,11,8.84615,18,13,sseo01,140603,0,NA,0,000,36.5098,-79.3639,NA,NA,11,7.8125,4.45192,NA,NA,NA
