/PNum,uh,uha,ppt,ppta,reflc,reflca,ref1km,ref1kma,WMAG,WMAGa,time,area,member,Date,Reports,UHobj,NREPS,MREPS,lat,lon,uhlength,uharea,1kmArea,Updraft,Updrafta,Upobj,Uparea,Uplen
18,31.0312,9.04688,2.25,0.125,47.375,40.0104,41.125,32.2812,9,7.625,14,24,sseo06,140603,0,NA,0,000,40.506,-100.946,NA,NA,18,13.8438,5.54167,13.8438,15,36.0951
19,2.96875,0.311343,13,0,45.25,39.338,43.625,27.412,8,6.2963,14,27,sseo06,140603,0,NA,0,000,45.4683,-103.437,NA,NA,16,5.53125,1.83449,NA,NA,NA
20,13.0312,2.09091,9.125,0.25,49.25,40,46.25,23.6861,11,9.18182,14,88,sseo06,140603,0,NA,0,000,45.8464,-104.542,NA,NA,44,8.78125,3.50071,NA,NA,NA
21,6.4375,1.53,42.125,31.5,49.25,40.915,48.75,34.395,8,5.88,15,25,sseo06,140603,0,NA,0,000,23.2558,-73.4874,NA,NA,17,4.875,2.255,NA,NA,NA
22,8.625,1.64332,33.125,27.625,48.375,39.056,48.25,32.6207,10,8.96552,15,58,sseo06,140603,0,NA,0,000,23.8519,-78.8913,NA,NA,34,4.25,1.68211,NA,NA,NA
23,5.625,1.20985,22.75,1.875,48.625,39.74,48.125,38.302,8,6.0438,15,137,sseo06,140603,0,NA,0,000,49.8281,-74.4696,NA,NA,131,2.125,1.11086,NA,NA,NA
24,12.375,2.75,18.875,2.875,50,41.8636,49.25,40.0568,10,6.5,15,22,sseo06,140603,0,NA,0,000,25.4636,-80.2114,NA,NA,22,5.5,2.80966,NA,NA,NA
25,8.5625,0.760045,47.125,56,49.125,41.2924,48.75,39.7522,4,2.69643,15,56,sseo06,140603,0,NA,0,000,26.3015,-80.2998,NA,NA,55,4.125,1.76339,NA,NA,NA
26,0,0,16.625,0,47.75,40.195,46.625,36.275,5,5,15,25,sseo06,140603,0,NA,0,000,36.6943,-82.8516,NA,NA,21,2.125,1.1425,NA,NA,NA
27,11.3125,2.95724,24.375,1.75,51,42.9737,50.5,40.2039,8,6.31579,15,19,sseo06,140603,0,NA,0,000,26.6899,-84.5401,NA,NA,17,5,2.63487,NA,NA,NA
28,14,1.25439,76.75,56.125,53.625,42.2917,53.125,39.7171,9,5.47368,15,57,sseo06,140603,0,NA,0,000,29.9528,-84.4698,NA,NA,52,6.9375,2.09211,NA,NA,NA
29,6.8125,1.89205,12.75,3.375,49.125,41.3636,48.25,39.9432,7,4,15,11,sseo06,140603,0,NA,0,000,26.851,-85.0861,NA,NA,11,4.5,2.53409,NA,NA,NA
30,4.3125,1.09766,15.5,2.125,49.625,41.5,49.5,40.3438,6,3.75,15,16,sseo06,140603,0,NA,0,000,29.7281,-85.3102,NA,NA,16,4.625,2.32031,NA,NA,NA
31,20.3125,3.25,49,50.5,51,39.9706,50.625,35.4167,12,9.11765,15,51,sseo06,140603,0,NA,0,000,24.9371,-85.9028,NA,NA,42,4.8125,1.84069,NA,NA,NA
32,4.0625,0.782328,58.375,42.875,47.375,39.5474,46.625,37.5474,7,4.51724,15,58,sseo06,140603,0,NA,0,000,30.2067,-85.6273,NA,NA,56,3.5,1.61422,NA,NA,NA
33,22.4375,3.8,48.5,6.25,50.875,42.825,50.5,36.865,11,8.12,15,25,sseo06,140603,0,NA,0,000,24.6924,-86.3858,NA,NA,20,5.8125,2.82,NA,NA,NA
34,6.125,1.68155,29.125,2.5,49.625,41.5536,49,35.1607,9,7.80952,15,21,sseo06,140603,0,NA,0,000,27.8979,-89.484,NA,NA,17,4.6875,2.47619,NA,NA,NA
35,5.625,1.61458,12.75,1,48,40.6771,46.125,36.5,10,8.75,15,12,sseo06,140603,0,NA,0,000,26.6458,-89.8811,NA,NA,9,3.9375,2.47917,NA,NA,NA
36,18.875,1.21657,62.875,80.875,52.375,40.8799,51.75,36.4853,19,11.0858,15,688,sseo06,140603,0,NA,0,000,26.414,-92.137,NA,NA,590,10.5,2.0566,10.5,12,25.5946
37,2.875,0.879808,26.75,4.5,47.125,40.1731,46.375,36.9904,10,9.92308,15,13,sseo06,140603,0,NA,0,000,27.0455,-93.2066,NA,NA,11,4,1.51442,NA,NA,NA
38,15.6875,3.425,30.75,1.5,51.25,45.125,49.625,36.2938,12,9.3,15,20,sseo06,140603,0,NA,0,000,26.8822,-93.5838,NA,NA,15,8.9375,4.72813,NA,NA,NA
39,14.6875,3.63438,15.375,1.125,48.5,41.6312,47.125,38.525,13,10.1,15,20,sseo06,140603,0,NA,0,000,26.4184,-93.6791,NA,NA,20,6.8125,3.74062,NA,NA,NA
40,32.1875,5.75758,30.25,3.375,52.5,43.5871,51.125,34.5795,12,9.33333,15,66,sseo06,140603,0,NA,0,000,25.922,-94.1407,NA,NA,52,10.9375,4.76326,10.9375,28,38.7553
41,8,1.26645,25.625,6.75,47.875,41.4825,46.5,31.4605,10,6.33333,15,57,sseo06,140603,0,NA,0,000,24.4645,-95.2769,NA,NA,30,7.875,2.91118,NA,NA,NA
42,4.5625,0.186574,16.75,0.625,46.875,38.7009,45.875,34.0898,9,5.5037,15,135,sseo06,140603,0,NA,0,000,43.6415,-100.256,NA,NA,101,5.8125,1.66204,NA,NA,NA
43,5.375,0.578125,27.75,0.125,48,40.7344,46.875,34.1406,7,5.3125,15,16,sseo06,140603,0,NA,0,000,24.4875,-97.6267,NA,NA,12,4.375,1.26172,NA,NA,NA
44,47.9375,5.03465,9.5,1.375,49.75,41.6451,48.75,13.4728,12,8.87565,15,193,sseo06,140603,0,NA,0,000,40.6731,-100.09,NA,NA,73,17.125,3.49061,17.125,85,101.354
45,4.8125,0.762153,4.125,6.25,46.375,40.1285,43,13.1597,9,7.52778,15,36,sseo06,140603,0,NA,0,000,44.0413,-101.244,NA,NA,11,6.0625,2.24479,NA,NA,NA
46,10.5,0.949664,27.125,9.125,46.25,39.5872,45.75,25.8977,11,8.68456,15,149,sseo06,140603,0,NA,0,000,45.9636,-104.331,NA,NA,81,7.1875,2.44924,NA,NA,NA
47,2.96875,0.316134,7.5,0,46.5,37.9971,46.375,34.8227,8,6.18605,16,43,sseo06,140603,0,NA,0,000,45.0163,-73.9372,NA,NA,40,2.71875,1.14317,NA,NA,NA
48,3.84375,1.77708,8.5,0.5,44.25,39.7333,44,38.425,7,5.93333,16,15,sseo06,140603,0,NA,0,000,44.7785,-74.1447,NA,NA,14,2.78125,1.77708,NA,NA,NA
49,2.46875,0.491587,11,0.125,46.625,39.8894,45.875,38.1875,7,5.86538,16,52,sseo06,140603,0,NA,0,000,45.6385,-74.1162,NA,NA,50,3.46875,1.50962,NA,NA,NA
50,5.59375,1.06054,19.875,6.375,46.5,39.4864,46,38.2257,9,6.64,16,175,sseo06,140603,0,NA,0,000,50.2354,-74.1202,NA,NA,171,2.15625,1.11089,NA,NA,NA
51,6.03125,1.08523,40.625,33.125,45.125,39.1989,44.5,36.4176,11,9.40909,16,44,sseo06,140603,0,NA,0,000,23.8247,-79.0196,NA,NA,38,3.84375,1.60653,NA,NA,NA
52,1.65625,0.473558,8.5,0.5,45.125,40.0673,44.125,38.7404,7,7,16,13,sseo06,140603,0,NA,0,000,46.7583,-75.6532,NA,NA,13,1.21875,0.795673,NA,NA,NA
53,5.09375,1.44301,7,0.125,45.25,40.1912,45.125,39.1985,6,4.35294,16,17,sseo06,140603,0,NA,0,000,43.2124,-76.7335,NA,NA,17,2.84375,1.68934,NA,NA,NA
54,20.5312,3.47,56.125,18.875,51.25,43.3375,51,35.945,10,6.36,16,50,sseo06,140603,0,NA,0,000,25.4634,-80.2768,NA,NA,41,6.96875,2.29125,NA,NA,NA
55,6.71875,0.792969,49.625,47.125,46.875,39.7292,46.375,37.6302,6,3.0625,16,48,sseo06,140603,0,NA,0,000,26.2764,-80.2865,NA,NA,46,3.34375,1.57031,NA,NA,NA
56,17.4062,2.84245,60.875,24.375,52.25,40.9531,52,37.9714,10,7.39583,16,48,sseo06,140603,0,NA,0,000,26.6991,-84.5582,NA,NA,41,5.40625,2.04167,NA,NA,NA
57,4.65625,0.819444,51.75,76.75,45.375,40.5382,44.75,38.7917,9,5.44444,16,36,sseo06,140603,0,NA,0,000,29.8506,-84.4556,NA,NA,34,2.84375,1.46354,NA,NA,NA
58,9.40625,2.08681,59.625,12.75,52,42.8611,51.375,41.5278,9,4.77778,16,36,sseo06,140603,0,NA,0,000,26.8618,-85.0879,NA,NA,36,5.03125,2.37153,NA,NA,NA
59,1.53125,0.763393,14.875,0,47.25,41.375,46.875,39.1339,4,3.42857,16,14,sseo06,140603,0,NA,0,000,35.5533,-84.762,NA,NA,13,2.84375,1.76786,NA,NA,NA
60,8.90625,1.02022,69.875,58.375,53,41.386,52.625,38.0625,6,4.55882,16,68,sseo06,140603,0,NA,0,000,29.9582,-85.4417,NA,NA,56,6.84375,2.13051,NA,NA,NA
61,33.7188,4.26832,50.5,49,51.875,40.7141,51.375,36.2371,12,9.02299,16,87,sseo06,140603,0,NA,0,000,24.8243,-86.2195,NA,NA,75,6.65625,2.13111,NA,NA,NA
62,17.0938,3.43229,23.625,2,51,42.6979,50.75,31.8594,10,8.375,16,24,sseo06,140603,0,NA,0,000,26.3205,-89.1462,NA,NA,16,6.71875,3.10156,NA,NA,NA
63,6.34375,1.10795,44.875,25,47.875,40.1193,47.25,37.7216,10,9,16,22,sseo06,140603,0,NA,0,000,27.8937,-89.6165,NA,NA,19,4.65625,1.87216,NA,NA,NA
64,8.78125,1.35208,33.25,9.375,49.125,39.9708,48.75,32.7125,11,9.23333,16,30,sseo06,140603,0,NA,0,000,26.702,-90.0085,NA,NA,23,4.59375,1.95833,NA,NA,NA
65,10.1562,0.86,47.25,62.875,49,39.6145,48.625,36.347,17,8.504,16,500,sseo06,140603,0,NA,0,000,26.3577,-91.9617,NA,NA,443,8.78125,1.76825,NA,NA,NA
66,3.78125,0.620117,33.875,26.75,48.5,39.918,48.125,37.9844,13,10.8594,16,64,sseo06,140603,0,NA,0,000,27.145,-92.9824,NA,NA,61,2.96875,1.35938,NA,NA,NA
67,37.1562,2.93692,62.125,42.625,52.875,41.4784,52.375,35.8364,16,13.1495,16,214,sseo06,140603,0,NA,0,000,26.6433,-93.5631,NA,NA,174,10.9062,2.8382,10.9062,27,48.1537
68,3.21875,0.795898,15.5,2.75,46.375,38.4473,46.25,36.75,16,14.5781,16,64,sseo06,140603,0,NA,0,000,26.03,-93.4071,NA,NA,62,4.46875,1.52051,NA,NA,NA
69,5.96875,1.23542,14.625,1,48.625,39.7583,46.625,36.7083,12,10.2667,16,15,sseo06,140603,0,NA,0,000,27.3031,-93.6188,NA,NA,13,5.46875,2.02292,NA,NA,NA
70,46.4688,5.66308,64.75,30.25,53.125,42.0158,52.375,36.8824,16,11.1092,16,119,sseo06,140603,0,NA,0,000,25.9642,-94.3559,NA,NA,98,11.4688,3.65625,11.4688,32,49.0966
71,6.40625,1.58523,20.625,4.125,48.75,41.5483,46.75,31.5739,10,8.40909,16,44,sseo06,140603,0,NA,0,000,25.2393,-94.7954,NA,NA,32,7.34375,3.34233,NA,NA,NA
72,10.7812,1.52038,20.375,25.625,47,39.3967,46.75,30.087,12,7.06522,16,46,sseo06,140603,0,NA,0,000,24.3103,-95.2738,NA,NA,30,5.40625,2.3125,NA,NA,NA
73,16.2188,1.97449,23.125,0.25,49.875,39.4885,48,27.95,12,8.65946,16,185,sseo06,140603,0,NA,0,000,40.7268,-99.3447,NA,NA,99,12.3438,2.42618,15.9688,63,118.317
74,6.15625,0.56567,6.875,5.875,47.375,39.5924,46.75,23.4909,9,7.66667,16,69,sseo06,140603,0,NA,0,000,43.9816,-100.626,NA,NA,37,5.21875,2.37908,NA,NA,NA
75,20.9062,1.68896,17.75,26.75,47.125,39.5175,46.625,28.5596,11,7.74299,16,214,sseo06,140603,0,NA,0,000,46.0584,-104.007,NA,NA,130,8.53125,2.50613,NA,NA,NA
76,5.84375,1.56944,10.5,12.75,45.375,40.1875,43.875,39.0208,9,8.33333,17,18,sseo06,140603,0,NA,0,000,23.1278,-73.5133,NA,NA,18,3.15625,1.73958,NA,NA,NA
77,7.96875,1.19669,19,1,50,39.4522,48.5,36.9522,10,7.58824,17,68,sseo06,140603,0,NA,0,000,45.1487,-73.5366,NA,NA,62,5.59375,1.76838,NA,NA,NA
78,12.9688,1.99496,13.75,0.125,47.875,40.6653,47.5,34.8508,9,7.12903,17,31,sseo06,140603,0,NA,0,000,44.5602,-73.4585,NA,NA,24,5.53125,2.30544,NA,NA,NA
79,14.1562,2.54911,12.5,0,49.875,41.9554,49.125,34.4821,7,5.64286,17,14,sseo06,140603,0,NA,0,000,43.2313,-73.9043,NA,NA,8,6.03125,3.53125,NA,NA,NA
80,13.7188,1.93061,26.875,0.625,52.125,42.4195,51.75,39.7511,11,7.14407,17,118,sseo06,140603,0,NA,0,000,45.9741,-73.7406,NA,NA,111,5.84375,2.22352,NA,NA,NA
81,10.6562,2.48125,5.875,3.125,46.125,41.225,45.125,39.6417,9,6.26667,17,15,sseo06,140603,0,NA,0,000,48.0869,-73.5521,NA,NA,15,4.59375,2.60625,NA,NA,NA
82,10.2188,1.40013,21.25,11.5,49.125,39.4685,48.5,37.361,9,6.48951,17,143,sseo06,140603,0,NA,0,000,50.5529,-73.8543,NA,NA,133,2.59375,1.38702,NA,NA,NA
83,2.71875,1.14583,9.5,4.625,44.625,38.1958,44.25,36.3958,6,4.73333,17,30,sseo06,140603,0,NA,0,000,44.3716,-75.0248,NA,NA,28,1.65625,1.0875,NA,NA,NA
84,7.59375,1.25329,16.25,1.5,46,40.3421,45.5,37.3059,9,8.63158,17,38,sseo06,140603,0,NA,0,000,49.9701,-73.7075,NA,NA,35,3.09375,1.875,NA,NA,NA
85,10.4062,1.63542,12.125,10.25,47.75,40.7468,47.125,38.5224,7,3.51282,17,39,sseo06,140603,0,NA,0,000,43.4308,-75.3495,NA,NA,38,3.84375,1.78285,NA,NA,NA
86,22.0938,3.13375,26.125,0.25,49.375,42.995,49.125,40.1,5,2.96,17,50,sseo06,140603,0,NA,0,000,43.4523,-76.3451,NA,NA,43,5.21875,2.10875,NA,NA,NA
87,2.71875,0.295455,36,49.625,46.75,38.7955,46.625,37.3324,8,3.95455,17,44,sseo06,140603,0,NA,0,000,26.3267,-80.2952,NA,NA,44,3.21875,1.12074,NA,NA,NA
88,15.9688,3.12125,38.5,3.75,51.75,41.9275,51.125,38.69,9,7.7,17,50,sseo06,140603,0,NA,0,000,25.17,-80.4183,NA,NA,43,5.84375,2.46875,NA,NA,NA
89,8.15625,2.88839,14.25,1.25,50.375,43.6607,50.125,38.0536,10,5.28571,17,14,sseo06,140603,0,NA,0,000,25.8183,-80.2368,NA,NA,11,5.71875,3.48661,NA,NA,NA
90,4.53125,0.998641,40.75,56.125,47.875,38.2527,47.25,35.8179,9,5.45652,17,46,sseo06,140603,0,NA,0,000,25.5345,-80.4404,NA,NA,41,3.28125,1.63315,NA,NA,NA
91,4.71875,1.91587,10.625,0.25,47.25,40.3942,47.125,38.2212,5,2.92308,17,13,sseo06,140603,0,NA,0,000,39.1497,-78.6647,NA,NA,12,4.15625,1.90625,NA,NA,NA
92,10.0312,1.17349,18.125,5.375,47.75,39.3319,47.5,38.0453,10,7.62069,17,58,sseo06,140603,0,NA,0,000,24.6886,-83.5187,NA,NA,57,3.53125,1.38147,NA,NA,NA
93,0.90625,0.139205,8.5,0.125,51.25,42.6591,50.125,38.9318,5,5,17,11,sseo06,140603,0,NA,0,000,37.6937,-82.9535,NA,NA,10,4.90625,2.23011,NA,NA,NA
94,4.09375,1.43125,6.75,0.625,45.625,39.925,44.25,37.7375,7,6.2,17,10,sseo06,140603,0,NA,0,000,24.8817,-84.0838,NA,NA,10,2.90625,1.75625,NA,NA,NA
95,14.2812,1.63542,68,60.875,53.125,40.0208,52.625,38.1133,11,6.80208,17,96,sseo06,140603,0,NA,0,000,26.7992,-84.8872,NA,NA,92,5.90625,1.80729,NA,NA,NA
96,28.5938,4.90625,0.25,0,52.75,44.975,33.25,10.0188,14,11.4,17,20,sseo06,140603,0,NA,0,000,42.7538,-83.297,NA,NA,3,13.9062,4.21875,14.6562,18,50.7268
97,2.21875,0.328125,20.75,51.75,46.625,38.5174,46.625,36.9653,8,5.30556,17,36,sseo06,140603,0,NA,0,000,29.8124,-84.4906,NA,NA,36,3.34375,1.27083,NA,NA,NA
98,1.40625,0.478125,25.125,5.625,46.875,39.6875,46.5,36.3937,4,3.75,17,20,sseo06,140603,0,NA,0,000,35.4965,-84.5206,NA,NA,17,2.65625,1.65625,NA,NA,NA
99,3.03125,1.10714,40.875,12.625,48.625,40.5357,48.25,37.3125,6,2.78571,17,14,sseo06,140603,0,NA,0,000,29.1405,-85.0836,NA,NA,13,3.09375,1.46429,NA,NA,NA
100,9.46875,1.23681,72.5,69.875,52.5,41.8222,52,39.7222,7,4.51111,17,45,sseo06,140603,0,NA,0,000,29.8979,-85.4117,NA,NA,42,4.71875,1.89514,NA,NA,NA
101,27.4062,2.84958,60.625,50.5,47.5,39.2433,46.5,36.3383,11,8.58667,17,75,sseo06,140603,0,NA,0,000,24.7554,-86.4075,NA,NA,67,5.96875,1.75792,NA,NA,NA
102,18.0938,2.63338,50.875,23.625,50,40.7348,49.625,37.2226,12,9.87805,17,41,sseo06,140603,0,NA,0,000,26.357,-89.2901,NA,NA,36,6.59375,2.26448,NA,NA,NA
103,22.0312,4.79554,32.625,2.25,51,41.7571,50.625,34.7464,14,11.2286,17,35,sseo06,140603,0,NA,0,000,26.6001,-90.5898,NA,NA,27,6.59375,2.89196,NA,NA,NA
104,2.09375,0.487689,34,47.25,47,39.9697,46.375,38.375,8,6.15152,17,33,sseo06,140603,0,NA,0,000,25.9234,-91.1137,NA,NA,33,3.96875,1.87784,NA,NA,NA
105,7.15625,0.872596,34.875,26.375,50.375,38.7452,50,35.9159,9,6.64423,17,104,sseo06,140603,0,NA,0,000,26.7301,-91.8336,NA,NA,92,7.71875,1.92849,NA,NA,NA
106,9.84375,1.00481,41.875,36.875,48,40.0858,47.25,36.4533,15,13.011,17,182,sseo06,140603,0,NA,0,000,26.1483,-92.9681,NA,NA,162,4.90625,1.6851,NA,NA,NA
107,5.03125,1.11917,26.375,33.75,46.125,37.8708,45.5,33.9788,13,10.1017,17,59,sseo06,140603,0,NA,0,000,27.1345,-93.1222,NA,NA,48,3.90625,1.40837,NA,NA,NA
108,32.4688,2.48125,62.375,64.75,51.875,41.0951,51.5,36.7093,16,12,17,430,sseo06,140603,0,NA,0,000,26.1092,-94.4064,NA,NA,370,9.96875,2.74738,NA,NA,NA
109,6.40625,1.35764,24.875,14.625,46.625,39.5347,45.5,30.9306,14,12.3333,17,36,sseo06,140603,0,NA,0,000,27.3073,-93.7816,NA,NA,24,6.21875,2.47396,NA,NA,NA
110,5.21875,1.65082,23.125,5.5,50.125,41.462,49.875,40.25,8,4.86957,17,23,sseo06,140603,0,NA,0,000,24.7281,-95.3228,NA,NA,22,7.96875,3.06386,NA,NA,NA
111,19.0938,4.04375,0.375,0,48.25,40.7464,33.75,-9.86429,12,11.4286,17,35,sseo06,140603,0,NA,0,000,41.3839,-99.9949,NA,NA,2,10.9062,3.82411,10.9062,27,58.4878
112,0.78125,0.0920608,5.625,0,45.125,39.5912,44.5,21.5068,7,6.64865,17,37,sseo06,140603,0,NA,0,000,45.1231,-100.784,NA,NA,20,2.90625,1.3522,NA,NA,NA
113,2.40625,0.63125,2.25,0,44.75,39.8375,42,29.2125,6,6,17,20,sseo06,140603,0,NA,0,000,44.7963,-100.909,NA,NA,10,4.78125,3.22813,NA,NA,NA
114,38.1562,11.1027,2.375,0,46.125,41.0268,41.375,27.4821,11,10.9286,17,14,sseo06,140603,0,NA,0,000,41.6134,-100.847,NA,NA,5,13.2188,6.55804,13.2188,14,31.3665
115,4.21875,1.55556,4.25,0.25,46.625,39.2546,43.375,22.8519,7,6.31482,17,54,sseo06,140603,0,NA,0,000,45.5417,-101.994,NA,NA,27,7.28125,3.4838,NA,NA,NA
116,19.2812,2.42869,1.125,2,48,40.7596,35,10.0417,10,8.87179,17,39,sseo06,140603,0,NA,0,000,44.1299,-101.664,NA,NA,4,12.7188,3.22516,14.0312,27,64.064
117,12.6562,1.2585,25.375,17.75,46.875,38.8128,45.875,31.5927,11,7.94009,17,217,sseo06,140603,0,NA,0,000,46.1695,-104.03,NA,NA,159,7.28125,2.40251,NA,NA,NA
118,7.5625,1.59766,33.75,10.5,46.625,41.5547,46.125,35.1328,9,8.1875,18,16,sseo06,140603,0,NA,0,000,23.097,-73.4986,NA,NA,12,5.84375,3.23438,NA,NA,NA
119,3,1.06667,6,0,46.5,39.8,45.625,36.5333,7,5.8,18,15,sseo06,140603,0,NA,0,000,47.2151,-70.8559,NA,NA,13,1.96875,1.41042,NA,NA,NA
120,2.3125,0.338068,13.75,3.75,46.125,39.9915,45.75,38.0199,10,8.56818,18,44,sseo06,140603,0,NA,0,000,44.9307,-73.182,NA,NA,44,2.46875,1.3679,NA,NA,NA
121,11.375,1.24521,37.5,4.5,53,41.6638,52.625,39.2899,14,8.53191,18,235,sseo06,140603,0,NA,0,000,46.0798,-73.3262,NA,NA,220,5.46875,1.66928,NA,NA,NA
122,7.3125,0.707908,15.75,2.625,48,39.699,47.75,36.7577,9,8.42857,18,49,sseo06,140603,0,NA,0,000,47.7137,-73.3036,NA,NA,42,3.28125,1.43431,NA,NA,NA
123,8.9375,1.21809,29.125,1.625,52.75,44.0612,52.25,40.3059,9,8.19149,18,47,sseo06,140603,0,NA,0,000,48.5497,-73.1803,NA,NA,43,5.71875,2.66822,NA,NA,NA
124,6.875,0.933036,16,5.75,45.75,39.7232,45.125,37.3482,9,7.78571,18,56,sseo06,140603,0,NA,0,000,50.4379,-73.2764,NA,NA,53,2.71875,1.37054,NA,NA,NA
125,48.1875,4.38368,29.875,2,51.75,41.5382,51.125,39.1337,9,5.29167,18,72,sseo06,140603,0,NA,0,000,43.7958,-74.9707,NA,NA,72,7.78125,2.14323,NA,NA,NA
126,4.125,1.01705,6.25,0,47,40.5455,45.75,35.0795,8,7.18182,18,11,sseo06,140603,0,NA,0,000,42.3325,-75.4294,NA,NA,9,4.59375,2.1733,NA,NA,NA
127,11.9375,1.52907,16.5,0.125,51.625,41.3895,50,37.5756,8,6.90698,18,43,sseo06,140603,0,NA,0,000,41.7711,-75.6842,NA,NA,37,6.71875,2.32195,NA,NA,NA
128,22.0625,2.3758,38.875,3.375,52.25,41.8253,51.75,33.0385,6,4.64103,18,78,sseo06,140603,0,NA,0,000,43.7165,-75.999,NA,NA,60,4.40625,1.57853,NA,NA,NA
129,7.5,2.30556,4.75,0,48,41.625,46.125,35.9028,5,4.11111,18,9,sseo06,140603,0,NA,0,000,40.1002,-76.6843,NA,NA,7,6.40625,3.75347,NA,NA,NA
130,4.875,0.949013,14.5,10.25,46.625,38.3586,46.375,36.4605,10,8.52632,18,38,sseo06,140603,0,NA,0,000,23.8997,-79.2535,NA,NA,36,3.15625,1.49507,NA,NA,NA
131,4.25,1.10469,26.125,0.125,50.875,40.7812,50.375,37.85,6,4.475,18,40,sseo06,140603,0,NA,0,000,39.9782,-77.4143,NA,NA,34,5.34375,1.71719,NA,NA,NA
132,6.3125,3.08333,6.875,0.125,48.5,42.1667,46,35.2778,5,3.88889,18,9,sseo06,140603,0,NA,0,000,43.4915,-76.8655,NA,NA,8,4.96875,3.24653,NA,NA,NA
133,8.5,1.75,5.125,0,47.125,41.2778,44.625,33.3611,6,4.22222,18,18,sseo06,140603,0,NA,0,000,38.7905,-77.8865,NA,NA,13,5.78125,1.78819,NA,NA,NA
134,6.6875,0.885135,23.25,3.375,45.625,39.9426,44,34.3209,7,4.32432,18,37,sseo06,140603,0,NA,0,000,38.5392,-78.0754,NA,NA,30,5.15625,1.7897,NA,NA,NA
