/PNum,uh,uha,ppt,ppta,reflc,reflca,ref1km,ref1kma,WMAG,WMAGa,time,area,member,Date,Reports,UHobj,NREPS,MREPS,lat,lon,uhlength,uharea,1kmArea,Updraft,Updrafta,Upobj,Uparea,Uplen
54,3.75,0.732143,49.25,40,52.75,41.1953,52.625,38.2679,11,7.58036,15,112,sseo03,140603,0,NA,0,000,24.5635,-83.9106,NA,NA,104,16.125,3.60547,16.125,14,33.2485
55,0.4375,0.125,7.75,0.375,46.5,38.648,43.625,37.398,5,3.86842,15,38,sseo03,140603,0,NA,0,000,36.6189,-83.2426,NA,NA,37,2.875,1.33388,NA,NA,NA
56,0.8125,0.144886,34.5,18.375,46.125,37.8864,45.375,36.8295,9,8.27273,15,22,sseo03,140603,0,NA,0,000,25.9224,-84.1428,NA,NA,22,6.5625,3.13636,NA,NA,NA
57,2.75,1.17262,21.875,1.75,52.375,42.1369,51.375,39.25,14,12.619,15,21,sseo03,140603,0,NA,0,000,25.4989,-84.1208,NA,NA,20,9.3125,4.38095,NA,NA,NA
58,2.25,0.491477,65.125,32.75,46.125,39.1932,45.25,36.4261,9,7.40909,15,22,sseo03,140603,0,NA,0,000,24.9759,-84.3933,NA,NA,20,9.875,2.56534,NA,NA,NA
59,3.0625,0.481884,36.875,23.125,49.25,40.5054,48.875,38.7391,11,6.82609,15,69,sseo03,140603,0,NA,0,000,25.779,-84.8801,NA,NA,68,10.0625,3.44746,NA,NA,NA
60,3.5625,0.639757,77.875,48,52.125,40.7257,51.875,38.776,10,6.41667,15,72,sseo03,140603,0,NA,0,000,25.2052,-85.019,NA,NA,68,13.8125,3.1875,NA,NA,NA
61,1.6875,1.03977,29.5,23.875,48.75,39.5455,46.5,37.7159,11,10.0909,15,11,sseo03,140603,0,NA,0,000,26.5551,-85.0147,NA,NA,10,5.1875,3.08523,NA,NA,NA
62,1.5,0.426136,25.875,6.625,47.875,40.8409,47.625,38.3409,12,8.86364,15,22,sseo03,140603,0,NA,0,000,26.8255,-85.812,NA,NA,21,5.4375,3.3608,NA,NA,NA
63,1.125,0.340909,16.5,8.625,46.5,40.1705,46.125,35.75,10,9.18182,15,11,sseo03,140603,0,NA,0,000,29.4308,-86.2015,NA,NA,10,6.0625,3.55682,NA,NA,NA
64,2.25,0.625,20.125,22.125,48.375,39.6562,47.75,37.0234,10,9.125,15,16,sseo03,140603,0,NA,0,000,29.5438,-86.4348,NA,NA,15,8.5,3.39844,NA,NA,NA
65,1.25,0.534722,16.5,0.375,46.375,40.7778,44.375,36.8333,9,7.44444,15,9,sseo03,140603,0,NA,0,000,30.1897,-86.4314,NA,NA,8,7.0625,3.95139,NA,NA,NA
66,1.3125,0.459559,22,3.5,49,40.5809,48.875,38.4338,8,7,15,17,sseo03,140603,0,NA,0,000,26.8657,-86.8871,NA,NA,16,6.875,3.65441,NA,NA,NA
67,1.5625,0.992188,28.25,11,48.625,40.875,47.5,37.7344,11,8.375,15,8,sseo03,140603,0,NA,0,000,29.4773,-86.9608,NA,NA,7,7.1875,3.96094,NA,NA,NA
68,0.875,0.26087,16.375,9.5,47.125,39.5435,47,37.2391,9,5.47826,15,23,sseo03,140603,0,NA,0,000,30.4118,-87.268,NA,NA,22,5.75,2.4375,NA,NA,NA
69,2.6875,1.30882,20.875,25.5,48.875,39.8088,48.75,35.1287,11,8.17647,15,34,sseo03,140603,0,NA,0,000,26.0196,-91.8321,NA,NA,30,8.875,3.76471,NA,NA,NA
70,0.3125,0.117188,7.125,1.375,49.25,41.3438,49,40.4531,9,8.25,15,8,sseo03,140603,0,NA,0,000,26.594,-91.8484,NA,NA,8,6.375,3.39062,NA,NA,NA
71,2.75,1.22187,17.75,1.25,49.125,42.2875,47.875,40.3625,10,8.65,15,20,sseo03,140603,0,NA,0,000,26.6615,-92.1484,NA,NA,20,5.9375,3.3875,NA,NA,NA
72,2.375,0.671053,22,0.125,49.125,40.3289,48.5,26.5724,11,10,15,19,sseo03,140603,0,NA,0,000,26.1557,-92.5555,NA,NA,11,13,4.84868,13,13,26.7327
73,1,0.410047,14.625,13.375,44.75,38.4918,42.625,36.5549,16,14.7383,15,107,sseo03,140603,0,NA,0,000,24.3042,-93.2266,NA,NA,103,2.4375,1.1729,NA,NA,NA
74,0.1875,0.04375,8.125,10.875,46,40.375,45.875,39.7625,12,9.9,15,10,sseo03,140603,0,NA,0,000,26.2755,-93.4669,NA,NA,10,3.125,1.8375,NA,NA,NA
75,2.75,0.942708,11.875,1.5,46.375,40.2135,46,38.25,12,11.125,15,24,sseo03,140603,0,NA,0,000,26.9178,-93.6441,NA,NA,24,7.4375,2.89323,NA,NA,NA
76,7.1875,3.13889,16,2.125,49,39.2611,48.5,33.1194,15,10.6444,15,45,sseo03,140603,0,NA,0,000,26.6262,-94.0568,NA,NA,38,9.6875,3.14306,11.625,10,28.0794
77,6.1875,1.51673,28.25,20.125,48.75,39.956,47.75,30.1461,12,8.43662,15,71,sseo03,140603,0,NA,0,000,26.1185,-94.6105,NA,NA,45,14.1875,5.15141,17.25,41,57.9191
78,1.5625,0.387195,14.25,4.625,46.75,39.811,46.125,37.5274,12,9.85366,15,41,sseo03,140603,0,NA,0,000,26.7629,-95.0899,NA,NA,40,5.0625,2.39024,NA,NA,NA
79,2.5625,1.32955,15.5,1.875,48.375,40.8409,48.125,37.5455,10,7.36364,15,11,sseo03,140603,0,NA,0,000,25.7692,-94.9122,NA,NA,10,9.5625,4.54545,NA,NA,NA
80,2.375,1.11458,15.375,0,49.875,41.5104,49.375,34.0729,11,9.25,15,12,sseo03,140603,0,NA,0,000,27.3045,-95.0927,NA,NA,8,9.375,4.61458,NA,NA,NA
81,3.1875,1.35156,18,10.125,51.625,42.6875,51.5,38.9844,10,7.0625,15,16,sseo03,140603,0,NA,0,000,25.5203,-95.0336,NA,NA,14,10.125,4.42969,NA,NA,NA
82,15.3125,2.7,5.875,0,46.25,38.0762,44.125,32.2062,8,4.54,15,100,sseo03,140603,0,NA,0,000,42.2584,-98.4611,NA,NA,78,13.3125,4.075,13.3125,52,102.976
83,10.4375,1.21018,3.625,1.25,46.5,37.3962,41.625,19.5857,9,7.37903,15,124,sseo03,140603,0,NA,0,000,43.0634,-99.4051,NA,NA,52,12.75,3.69808,18.6875,106,168.691
84,1.125,0.367021,12.875,0.25,46.375,39.367,45.625,38.2713,5,4.3617,16,47,sseo03,140603,0,NA,0,000,46.7382,-72.9342,NA,NA,47,2.5625,1.44415,NA,NA,NA
85,1.5,0.32967,18,3.25,47.75,39.0069,47.5,37.8681,7,5.81319,16,91,sseo03,140603,0,NA,0,000,46.4499,-74.1954,NA,NA,90,5.4375,2.02129,NA,NA,NA
86,1.9375,0.722222,4.875,0,48.875,41.375,48.625,37.8472,6,4.44444,16,9,sseo03,140603,0,NA,0,000,45.3223,-74.3456,NA,NA,8,4.875,3.21528,NA,NA,NA
87,8.5625,1.39527,18.5,9.125,51.5,40.7027,51.375,38.6149,6,5.08108,16,74,sseo03,140603,0,NA,0,000,45.6588,-74.584,NA,NA,71,10.25,2.51267,10.4375,29,63.4786
88,6.125,2.07904,17,16.75,50,39.1618,49.625,36.9743,8,6.55882,16,34,sseo03,140603,0,NA,0,000,45.0842,-74.9352,NA,NA,31,7.6875,3.9761,10.4375,29,63.4786
89,4.25,1.11583,20.25,0.125,50.5,42.115,49.5,39.9117,7,5.73333,16,75,sseo03,140603,0,NA,0,000,44.3288,-75.2298,NA,NA,70,6.625,2.6775,NA,NA,NA
90,1,0.673611,8.5,0.75,44.75,40.6667,44.5,40.25,7,6.77778,16,9,sseo03,140603,0,NA,0,000,48.8372,-75.2362,NA,NA,9,2.875,1.73611,NA,NA,NA
91,0.375,0.0625,9,0,46.375,39.7212,44.375,37.9615,6,6,16,13,sseo03,140603,0,NA,0,000,47.8559,-76.5909,NA,NA,13,7.3125,3.11538,NA,NA,NA
92,1.5625,0.875,11.5,0,48,40.9231,47.375,38.5192,6,5.23077,16,13,sseo03,140603,0,NA,0,000,46.4564,-77.0291,NA,NA,13,5.6875,3.17308,NA,NA,NA
93,3.625,1.16776,15.875,0.25,48.875,41.4605,48.75,39.0658,6,5.26316,16,19,sseo03,140603,0,NA,0,000,48.5441,-76.7609,NA,NA,17,6.9375,2.89474,NA,NA,NA
94,4.4375,0.833333,38,28.5,50.375,40.2538,50,37.2803,15,10.1212,16,66,sseo03,140603,0,NA,0,000,25.032,-81.4429,NA,NA,55,8.9375,2.42803,NA,NA,NA
95,1,0.3,3.125,2.375,46,41.4167,44.25,39.1,7,5.86667,16,15,sseo03,140603,0,NA,0,000,44.888,-79.1748,NA,NA,15,8,3.2875,NA,NA,NA
96,0.4375,0.1875,4.25,0,44.125,39.6094,41.75,33.1875,7,5.875,16,8,sseo03,140603,0,NA,0,000,44.0188,-79.3129,NA,NA,6,5.3125,2.24219,NA,NA,NA
97,2.875,1.07237,23.75,3.5,48.875,40.9605,47.375,36.7566,11,10.3158,16,19,sseo03,140603,0,NA,0,000,24.5514,-81.5313,NA,NA,17,8.0625,4.02961,NA,NA,NA
98,3.875,1.54167,25.125,0,50.125,41.0667,48.25,38.2083,10,9.13333,16,15,sseo03,140603,0,NA,0,000,24.4605,-81.8154,NA,NA,13,9.75,4.11667,NA,NA,NA
99,2.5625,1.07292,9.375,0.25,48.5,40.9271,46.125,39.2708,4,4,16,12,sseo03,140603,0,NA,0,000,41.1692,-80.5403,NA,NA,12,7.6875,4.11458,NA,NA,NA
100,0.8125,0.229167,3.125,0.125,48.125,40.8889,46.5,35.9306,9,7.66667,16,9,sseo03,140603,0,NA,0,000,43.3849,-80.4243,NA,NA,7,8.25,4.11806,NA,NA,NA
101,0.125,0.015625,3.125,0,46.5,41.2344,44.625,37.5156,9,8.25,16,8,sseo03,140603,0,NA,0,000,44.4613,-80.4981,NA,NA,7,5.6875,3.85156,NA,NA,NA
102,3.875,1.76562,19.625,1.125,52,41.8828,51.375,37.6484,10,8.4375,16,16,sseo03,140603,0,NA,0,000,24.2586,-83.3299,NA,NA,15,13.4375,5.73828,13.4375,8,15.0737
103,1.4375,0.60625,6,0,48.5,41.7375,47.5,40.1,8,7.8,16,10,sseo03,140603,0,NA,0,000,24.6694,-83.3717,NA,NA,9,6.6875,3.19375,NA,NA,NA
104,5.9375,0.825,58.625,41.75,53.375,41.7807,53,39.533,14,10.3818,16,110,sseo03,140603,0,NA,0,000,24.7612,-83.7965,NA,NA,109,14.75,4.02841,14.75,20,48.7637
105,5.875,2.20946,31.25,14.5,53.375,41.1385,53,37.7939,14,11,16,37,sseo03,140603,0,NA,0,000,25.3821,-83.7076,NA,NA,33,10.3125,4.67568,NA,NA,NA
106,0.5,0.304688,18.625,19.125,47.125,39.8438,46.75,37.3125,9,7.125,16,8,sseo03,140603,0,NA,0,000,24.3928,-83.7392,NA,NA,7,7.25,2.90625,NA,NA,NA
107,0.0625,0.03125,7.875,0.375,45.75,38.75,42.375,36.5625,4,4,16,12,sseo03,140603,0,NA,0,000,36.4065,-83.1982,NA,NA,12,2.8125,1.58854,NA,NA,NA
108,1.8125,0.580357,30.25,14.125,49.375,41.2545,49.125,39.4554,12,10.3929,16,28,sseo03,140603,0,NA,0,000,25.6636,-83.9803,NA,NA,28,6.6875,3.65848,NA,NA,NA
109,2.125,0.794643,21.25,28,51.5,41.875,51.125,39.6071,11,8.78571,16,14,sseo03,140603,0,NA,0,000,24.9404,-84.198,NA,NA,14,8.3125,3.78125,NA,NA,NA
110,0.8125,0.3125,20.375,32.625,47,41.3942,46.375,39.3462,11,9.69231,16,13,sseo03,140603,0,NA,0,000,25.945,-84.2418,NA,NA,13,6.8125,3.55769,NA,NA,NA
111,5.3125,1.65741,37.625,6.75,47,40.3704,46.375,37.7315,14,11.5556,16,27,sseo03,140603,0,NA,0,000,25.4876,-84.3706,NA,NA,23,9.75,4.08102,NA,NA,NA
112,1.0625,0.418269,19.875,5.875,48.25,40.2212,47.875,38.3173,11,9.61539,16,13,sseo03,140603,0,NA,0,000,26.5222,-84.4745,NA,NA,12,7.5625,3.74038,NA,NA,NA
113,2.0625,0.65,57.875,77.875,51.75,40.4625,50.75,38.5625,9,5.5,16,50,sseo03,140603,0,NA,0,000,25.2366,-84.797,NA,NA,47,10.0625,3.42125,NA,NA,NA
114,2.25,0.59154,49.75,26,52.625,41.1414,52.5,38.4217,12,7.57576,16,99,sseo03,140603,0,NA,0,000,25.9153,-85.0697,NA,NA,92,9.5625,3.14205,NA,NA,NA
115,0.5625,0.133929,43.25,13,51.125,40.6101,50.125,36.2202,9,4.21429,16,42,sseo03,140603,0,NA,0,000,25.0938,-85.543,NA,NA,34,10.3125,3.07589,NA,NA,NA
116,1.25,0.385417,29.375,19.125,51.625,40.4917,51.5,38.6333,12,10.2333,16,30,sseo03,140603,0,NA,0,000,26.896,-86.0408,NA,NA,28,7.6875,3.62708,NA,NA,NA
117,1.125,0.479167,12.5,4.25,48.125,40.4861,47.375,38.6806,10,8.44444,16,9,sseo03,140603,0,NA,0,000,29.7483,-86.3998,NA,NA,8,5.8125,3.72222,NA,NA,NA
118,1.6875,0.703125,15.75,11.25,46.125,39.0625,45.75,36.7656,10,8.375,16,16,sseo03,140603,0,NA,0,000,26.8161,-87.0507,NA,NA,15,5.125,2.57031,NA,NA,NA
119,0.4375,0.165,14.625,0.875,44,37.825,43,35.225,6,4.84,16,25,sseo03,140603,0,NA,0,000,34.7908,-87.4741,NA,NA,23,6.3125,2.315,NA,NA,NA
120,0.0625,0.0104167,14.625,0.125,46.25,39.5833,45,37.6354,5,3.41667,16,12,sseo03,140603,0,NA,0,000,34.6029,-87.8101,NA,NA,11,3.375,2.25521,NA,NA,NA
121,1.125,0.46875,25.875,1.75,46.875,40.1042,46.5,38.5885,4,3.125,16,24,sseo03,140603,0,NA,0,000,30.8691,-88.4245,NA,NA,24,6.625,3.04688,NA,NA,NA
122,4.875,2.30242,24.625,17.75,50.5,41.5847,49.875,40.1411,10,9.03226,16,31,sseo03,140603,0,NA,0,000,26.6949,-92.1115,NA,NA,31,9.0625,4.75,NA,NA,NA
123,3.5,1.25521,18,0.375,48.25,40.7188,47.25,38.2969,12,10.125,16,24,sseo03,140603,0,NA,0,000,26.8556,-92.4475,NA,NA,23,7.125,3.2526,NA,NA,NA
124,1.625,0.586268,14.875,14.625,46.625,38.9454,43.25,36.5695,16,15.0986,16,142,sseo03,140603,0,NA,0,000,24.3332,-93.4582,NA,NA,128,1.9375,1.01496,NA,NA,NA
125,6.875,2.43371,25.375,6,53.25,42.7841,52.625,40.3295,15,12.1515,16,33,sseo03,140603,0,NA,0,000,26.4587,-93.6919,NA,NA,31,15.875,4.94318,15.875,15,37.3006
126,2.75,1.27148,11.75,0.75,47.5,39.832,46.5,37.7461,13,11.6875,16,32,sseo03,140603,0,NA,0,000,27.0613,-94.1133,NA,NA,28,3.8125,2.34766,NA,NA,NA
127,8.0625,1.23071,26.375,10,50.75,39.1111,50.5,32.169,16,9.93827,16,162,sseo03,140603,0,NA,0,000,26.0485,-94.9761,NA,NA,128,17.125,3.76273,17.125,40,46.0246
128,1.8125,1.23125,11.625,7.875,49.875,40.95,48.875,31.425,12,10.7,16,10,sseo03,140603,0,NA,0,000,25.3366,-95.1063,NA,NA,7,7.6875,5.00625,NA,NA,NA
129,1.375,0.945312,12.875,8.25,47.75,41.6406,47.5,40.625,11,9.875,16,8,sseo03,140603,0,NA,0,000,24.9175,-95.0905,NA,NA,8,5.6875,3.625,NA,NA,NA
130,11.4375,1.63311,6.25,0,46.125,37.8454,43.875,30.5706,11,5.28244,16,131,sseo03,140603,0,NA,0,000,42.1643,-97.6633,NA,NA,94,13.75,3.75954,14.9375,76,149.963
131,0.6875,0.104167,14.625,0.125,49.125,40.8083,45.5,36,7,5.66667,16,15,sseo03,140603,0,NA,0,000,25.663,-95.8034,NA,NA,13,7.8125,3.38333,NA,NA,NA
132,14.8125,3.12787,4.25,1.5,44.625,37.5562,43.375,29.719,8,6.2844,16,109,sseo03,140603,0,NA,0,000,43.0736,-98.7291,NA,NA,54,11.75,3.43521,19.375,86,136.667
133,11.125,1.66924,8.375,3.25,48.375,38.2398,46.125,31.2869,10,5.81627,16,332,sseo03,140603,0,NA,0,000,43.8142,-99.5623,NA,NA,234,14.4375,3.91096,17.875,268,266.212
134,7.25,4.0125,4.5,1.75,48.125,40.0125,43.25,26.875,10,8.3,16,20,sseo03,140603,0,NA,0,000,43.2682,-99.9044,NA,NA,11,17.875,10.8406,17.875,268,266.212
135,0.6875,0.320312,19.75,3.5,46.375,39.2135,45.5,37.849,6,4.91667,17,24,sseo03,140603,0,NA,0,000,46.9738,-72.722,NA,NA,24,2.25,1.29688,NA,NA,NA
